article_title,article_type,article_priority,studio_title,address,dslurl,is_partner,primary_area,candidate_areas,primary_station,candidate_stations,distance_to_primary_station_m,article_station,distance_to_article_station_m,article_match_method,article_match_reason,rental_fit_score,rental_fit_reason,suspicious_location,fallback_allowed
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,恵比寿ガーデンプレイス,〒150-0013 東京都渋谷区恵比寿４丁目２０,,0,渋谷,渋谷|恵比寿|代官山|原宿,恵比寿駅,恵比寿駅|目黒駅,576.0,恵比寿駅,600.5,station_distance,haversine:恵比寿駅(≤1200m),20,+20(rental=1),0,1
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,恵比寿ガーデンプレイスタワー,〒150-6003 東京都渋谷区恵比寿４丁目２０-３,,0,渋谷,渋谷|恵比寿|代官山|原宿,恵比寿駅,恵比寿駅|目黒駅,583.0,恵比寿駅,606.3,station_distance,haversine:恵比寿駅(≤1200m),20,+20(rental=1),0,1
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,恵比寿ヒルサイドスタジオ,〒150-0022 東京都渋谷区恵比寿南２丁目２１-８ 恵比寿ファインヒル B１,,0,渋谷,渋谷|恵比寿|代官山|原宿,恵比寿駅,恵比寿駅|目黒駅,453.0,恵比寿駅,464.6,station_distance,haversine:恵比寿駅(≤1200m),20,+20(rental=1),0,1
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,ENJOINT DANCE CLUB,〒153-0061 東京都目黒区中目黒３丁目５-１８-３１２,,0,中目黒,中目黒,恵比寿駅,恵比寿駅,1086.0,恵比寿駅,1081.3,station_distance,haversine:恵比寿駅(≤1200m),20,+20(rental=1),0,1
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,Akimotoレンタルスタジオ,〒153-0051 東京都目黒区上目黒１丁目１６-１１ 秋元ビル,,0,中目黒,中目黒,恵比寿駅,恵比寿駅,1130.0,恵比寿駅,1108.7,station_distance,haversine:恵比寿駅(≤1200m),70,+20(rental=1)|+30(レンタルスタジオ)|+20(web),0,1
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,渋谷 EYE CANDY,〒150-0011 東京都渋谷区東１丁目２４-８ トキワマツ72ビル A号,,0,渋谷,渋谷|恵比寿|代官山|原宿,渋谷駅,渋谷駅|恵比寿駅,679.0,恵比寿駅,907.0,station_distance,haversine:恵比寿駅(≤1200m),20,+20(rental=1),0,1
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,渋谷・代官山・バレエ,〒150-0034 東京都渋谷区代官山町７-５ ブリルビル,,0,渋谷,渋谷|恵比寿|代官山|原宿,恵比寿駅,恵比寿駅|渋谷駅,665.0,恵比寿駅,639.7,station_distance,haversine:恵比寿駅(≤1200m),20,+20(rental=1),0,1
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,西島ダンスアカデミィＫ２,〒150-0022 東京都渋谷区恵比寿南３ １－３－６ ＣＩビル３Ｆ,,0,渋谷,渋谷|恵比寿|代官山|原宿,恵比寿駅,恵比寿駅,215.0,恵比寿駅,202.8,station_distance,haversine:恵比寿駅(≤1200m),20,+20(rental=1),0,1
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,代官山スタジオ,〒153-0061 東京都目黒区中目黒１丁目２-１７,,0,中目黒,中目黒,恵比寿駅,恵比寿駅,732.0,恵比寿駅,712.2,station_distance,haversine:恵比寿駅(≤1200m),20,+20(rental=1),0,1
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,中目黒 ブロードウェイレンタルスタジオ,〒153-0051 東京都目黒区上目黒１丁目５-１０ 中目黒マンション Ｂ15号室,,0,中目黒,中目黒,恵比寿駅,恵比寿駅,888.0,恵比寿駅,870.1,station_distance,haversine:恵比寿駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,白金台恵比寿ミュージックスタジオ,〒108-0071 東京都港区白金台５丁目２-５ 502,,0,六本木,六本木|赤坂|麻布|新橋,目黒駅,目黒駅|恵比寿駅,1050.0,恵比寿駅,1114.6,station_distance,haversine:恵比寿駅(≤1200m),20,+20(rental=1),0,1
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,BUZZ渋谷TOWER,東京都渋谷区東2-27-9],https://dance-studio-lab.com/room/YWZmOTdhZGMtMjk1MC00ODljLWE2YWUtMDRjMGM5NTIxZTg2/detail,1,渋谷,渋谷|恵比寿|代官山|原宿,渋谷駅,渋谷駅,437.0,恵比寿駅,575.9,station_distance,haversine:恵比寿駅(≤1200m),50,+30(dslurl)|+20(rental=1),0,1
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,チェリッシュスタジオ7号館,東京都渋谷区桜丘町29-17 さくらマンション205,https://dance-studio-lab.com/room/MjQ5NGIyOTEtZTVmOS00MzZkLWIzNGYtYTFkMmVhOWZiYTE5/detail,1,渋谷,渋谷,渋谷駅,渋谷駅|神泉駅|代官山駅|中目黒駅|恵比寿駅|池尻大橋駅|駒場東大前駅|表参道駅|明治神宮前〈原宿〉駅|原宿駅,515.0,恵比寿駅,1252.4,candidate_stations_fallback,candidate_station_fallback:恵比寿駅,50,+30(dslurl)|+20(rental=1),0,1
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,チェリッシュスタジオ4号館/8号館,東京都渋谷区桜丘町29-17 さくらマンション205,https://dance-studio-lab.com/room/NmJiNDI1YTQtN2EwMi00ODFjLWE0OTMtMjUyYzk4ODY2NGY5/detail,1,渋谷,渋谷,渋谷駅,渋谷駅|神泉駅|代官山駅|中目黒駅|恵比寿駅|池尻大橋駅|駒場東大前駅|表参道駅|明治神宮前〈原宿〉駅|原宿駅,515.0,恵比寿駅,1252.4,candidate_stations_fallback,candidate_station_fallback:恵比寿駅,50,+30(dslurl)|+20(rental=1),0,1
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,ザ・スペース大久保南口,東京都渋谷区桜丘町29-17 さくらマンション205,https://dance-studio-lab.com/room/ZDRhYmIxMjgtNzhkMy00Yjk1LTk2MzItNTdiZWJmY2VkYWZk/detail,1,渋谷,渋谷,渋谷駅,渋谷駅|神泉駅|代官山駅|中目黒駅|恵比寿駅|池尻大橋駅|駒場東大前駅|表参道駅|明治神宮前〈原宿〉駅|原宿駅,515.0,恵比寿駅,1252.4,candidate_stations_fallback,candidate_station_fallback:恵比寿駅,50,+30(dslurl)|+20(rental=1),0,1
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,チェリッシュスタジオ9号館,東京都渋谷区鶯谷町15-7 ライブリーYSビル6階,https://dance-studio-lab.com/room/NGU3OTQ4YzEtMzA3OS00NDc3LThjODQtYWFkMmUzMTE4ZmFm/detail,1,渋谷,渋谷,渋谷駅,渋谷駅|神泉駅|代官山駅|中目黒駅|恵比寿駅|池尻大橋駅|駒場東大前駅|表参道駅|明治神宮前〈原宿〉駅|原宿駅,423.0,恵比寿駅,1188.7,station_distance,haversine:恵比寿駅(≤1200m),50,+30(dslurl)|+20(rental=1),0,1
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,レンタルスタジオAivic恵比寿,東京都渋谷区恵比寿西1-14-3 満栄佐藤ビル202,https://dance-studio-lab.com/room/MzMyZDY5NzktNDEzOS00MzAyLWJjNzEtMjZiMjNiNzUwNGMy/detail,1,渋谷,渋谷,恵比寿駅,恵比寿駅|代官山駅|中目黒駅|渋谷駅|広尾駅|神泉駅|目黒駅|祐天寺駅|表参道駅|白金台駅,233.0,恵比寿駅,210.1,station_distance,haversine:恵比寿駅(≤1200m),80,+30(dslurl)|+20(rental=1)|+30(レンタルスタジオ),0,1
恵比寿駅のレンタルダンススタジオおすすめ,駅,S,レンタルスタジオAivic恵比寿2号店,東京都渋谷区恵比寿2-16-16 レクシード恵比寿（旧flegエビスW）111,https://dance-studio-lab.com/room/MjM0NzMxMTAtOGQzOS00MDFkLThmMGEtNTgzM2MzMjVjMzlh/detail,1,渋谷,渋谷,広尾駅,広尾駅|恵比寿駅|白金台駅|代官山駅|目黒駅|白金高輪駅|中目黒駅|麻布十番駅|渋谷駅,628.0,恵比寿駅,796.3,station_distance,haversine:恵比寿駅(≤1200m),80,+30(dslurl)|+20(rental=1)|+30(レンタルスタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,スタジオハイシー,〒160-0023 東京都新宿区西新宿３丁目２-２７ 第7 7 オーチュー B1階,,0,新宿,新宿|西新宿|高田馬場|新大久保,新宿駅,新宿駅|代々木駅|西武新宿駅,714.0,新宿駅,628.3,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,ソニズレンタルスタジオ新宿店,〒160-0023 東京都新宿区西新宿７丁目２２-３１ 柏木 MURA B1F,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新大久保駅|新宿駅,375.0,新宿駅,851.5,station_distance,haversine:新宿駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,BUZZ新宿,〒160-0023 東京都新宿区西新宿７丁目１６-４ Concierge高橋 BF 地下1階,https://dance-studio-lab.com/room/NThmODMwMDctZjkyNi00ZTE3LTgwNjQtMDRmOGIwMmQ5ZTRi/detail,1,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,298.0,新宿駅,723.9,station_distance,haversine:新宿駅(≤1200m),50,+30(dslurl)|+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,レンタルダンススタジオ LANDstudio 新宿店,〒169-0073 東京都新宿区百人町１丁目２２-１９ 筒井ビル B1F,,0,新宿,新宿|西新宿|高田馬場|新大久保,新大久保駅,新大久保駅|西武新宿駅|新宿駅,276.0,新宿駅,1187.5,station_distance,haversine:新宿駅(≤1200m),60,+20(rental=1)|+40(レンタルダンス),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,BUZZ レンタルスタジオ新宿コンシェルジュ店,〒160-0023 東京都新宿区西新宿７丁目１６-４ Concierge高橋 BF 地下 一階,https://dance-studio-lab.com/room/OGUzNmE0NzUtZDU1NS00ZjIyLTg4OGItNDYyOWI2YzkzOTA0/detail,1,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,292.0,新宿駅,719.1,station_distance,haversine:新宿駅(≤1200m),80,+30(dslurl)|+20(rental=1)|+30(レンタルスタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,BUZZ レンタルスタジオ 新宿ハウス店,〒160-0023 東京都新宿区西新宿７丁目１６-１,https://dance-studio-lab.com/room/MWYzNmNhZGMtMWZiNi00MjBiLWJjNzMtZmFmNjAxYmQ5MjA3/detail,1,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,276.0,新宿駅,694.9,station_distance,haversine:新宿駅(≤1200m),80,+30(dslurl)|+20(rental=1)|+30(レンタルスタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,新宿レンタルスタジオ アルファ,〒160-0022 東京都新宿区８ 新宿5丁目8番21号 サンジュリ23号室,,0,新宿,新宿|西新宿|高田馬場|新大久保,新宿駅,新宿駅|西武新宿駅,823.0,新宿駅,881.7,station_distance,haversine:新宿駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,BUZZ レンタルスタジオ新宿4丁目店,〒160-0022 東京都新宿区新宿４丁目２-２１ 相模ビル B1F,,0,新宿,新宿|西新宿|高田馬場|新大久保,新宿駅,新宿駅|代々木駅|西武新宿駅,355.0,新宿駅,319.4,station_distance,haversine:新宿駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,スタジオジパング 新宿スタジオSTANDARD,〒160-0022 東京都新宿区新宿５丁目１０-２０ JKKグループ本社ビル1F,,0,新宿,新宿|西新宿|高田馬場|新大久保,新宿駅,新宿駅|西武新宿駅,762.0,新宿駅,826.2,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,レンタルスタジオマイレッスン 新宿御苑前,〒160-0022 東京都新宿区新宿１丁目１７-１,,0,新宿,新宿|西新宿|高田馬場|新大久保,新宿駅,新宿駅|代々木駅,1066.0,新宿駅,1077.2,station_distance,haversine:新宿駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,レンタルスタジオ 301,〒160-0021 東京都新宿区歌舞伎町２丁目８-１２ 新宿グリーンプラザ 301号,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,507.0,新宿駅,798.3,station_distance,haversine:新宿駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,BUZZ レンタルスタジオ 代々木店,〒151-0053 東京都渋谷区代々木１丁目３６-１ ミユキビル B1F,,0,渋谷,渋谷|恵比寿|代官山|原宿,代々木駅,代々木駅|新宿駅,148.0,新宿駅,635.8,station_distance,haversine:新宿駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,レンタルスペース「301」,〒160-0021 東京都新宿区歌舞伎町２丁目８-１２ 新宿グリーンプラザ 301号,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,507.0,新宿駅,798.3,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,レンタルスタジオ「Ten（テン）」,〒160-0021 東京都新宿区歌舞伎町２丁目８-１２ 新宿グリーンプラザ 303号,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,507.0,新宿駅,798.3,station_distance,haversine:新宿駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,Studio.m 新宿レンタルスタジオ,〒160-0022 東京都新宿区新宿５丁目１５?号２ 池与ビル ２０３,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,642.0,新宿駅,767.0,station_distance,haversine:新宿駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,すむぞう 代々木スタジオ,〒151-0053 東京都渋谷区代々木１丁目４５-７ C's YOYOGI 4F,,0,渋谷,渋谷|恵比寿|代官山|原宿,代々木駅,代々木駅|新宿駅,392.0,新宿駅,867.3,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,DL Studio,〒151-0053 東京都渋谷区代々木１丁目４５-４ 地下2階 代々木山陽ビル,,0,渋谷,渋谷|恵比寿|代官山|原宿,代々木駅,代々木駅|新宿駅,356.0,新宿駅,855.4,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,ALOK DANCE DORAMA COMPANY,〒169-0073 東京都新宿区百人町１丁目１３-９,,0,新宿,新宿|西新宿|高田馬場|新大久保,新大久保駅,新大久保駅|西武新宿駅|新宿駅,279.0,新宿駅,1011.8,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,スタジオジパング 新宿スタジオPRO,"ニューローレルビル ニューローレルビル地下1階, １丁目-３４-１１ 新宿 新宿区 東京都 160-0022",,0,新宿,新宿|西新宿|高田馬場|新大久保,新宿駅,新宿駅|西武新宿駅|代々木駅,926.0,新宿駅,964.9,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,"マイレッスン 新宿A,Bスタジオ",〒160-0022 東京都新宿区新宿１丁目１３-１２,,0,新宿,新宿|西新宿|高田馬場|新大久保,新宿駅,新宿駅|代々木駅,1059.0,新宿駅,1067.2,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,Beat Box Dance Studio,〒151-0053 東京都渋谷区代々木１丁目４２-２,,0,渋谷,渋谷|恵比寿|代官山|原宿,代々木駅,代々木駅|新宿駅,232.0,新宿駅,787.9,station_distance,haversine:新宿駅(≤1200m),45,+20(rental=1)|+25(ダンススタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,Cadena Flamenca,〒151-0053 東京都渋谷区代々木１丁目４２-２,,0,渋谷,渋谷|恵比寿|代官山|原宿,代々木駅,代々木駅|新宿駅,246.0,新宿駅,788.6,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,CARDIO BARRE SHINJUKU (カーディオ・バー 新宿店),〒160-0022 東京都新宿区新宿４丁目２-１６ パシフィックマークス新宿サウスゲート 2階,,0,新宿,新宿|西新宿|高田馬場|新大久保,新宿駅,新宿駅|代々木駅|西武新宿駅,351.0,新宿駅,338.2,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,DＡNCE Studio LEON 多目的スタジオ レオン,〒160-0022 東京都新宿区新宿５丁目１７-６ 201,,0,新宿,新宿|西新宿|高田馬場|新大久保,新宿駅,新宿駅|西武新宿駅|新大久保駅,557.0,新宿駅,638.3,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,ICHIBANGAI Dance Studio,〒160-0022 東京都新宿区新宿１丁目３ 12・B1,,0,新宿,新宿|西新宿|高田馬場|新大久保,代々木駅,代々木駅|新宿駅,1059.0,新宿駅,1126.8,station_distance,haversine:新宿駅(≤1200m),45,+20(rental=1)|+25(ダンススタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,Ｍ＆Ｓダンススタジオ,〒151-0051 東京都渋谷区千駄ケ谷５丁目１１-１３ 俳協ビル B1,,0,渋谷,渋谷|恵比寿|代官山|原宿,代々木駅,代々木駅|新宿駅,374.0,新宿駅,903.2,station_distance,haversine:新宿駅(≤1200m),45,+20(rental=1)|+25(ダンススタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,ROJIスタジオStudioStyle+,〒160-0023 東京都新宿区西新宿７丁目１５-１４,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,265.0,新宿駅,646.5,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,STUDIO COCORO（スタジオココロ）- 新宿代々木のレンタルスペース&ダンススタジオ - 数々のイベントやメディアに出演,〒151-0053 東京都渋谷区代々木３丁目９-１１,,0,渋谷,渋谷|恵比寿|代官山|原宿,代々木駅,代々木駅|新宿駅,551.0,新宿駅,753.4,station_distance,haversine:新宿駅(≤1200m),45,+20(rental=1)|+25(ダンススタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,studio worcle okubo,〒169-0073 東京都新宿区百人町１丁目２１-５ 新宿Stビル,,0,新宿,新宿|西新宿|高田馬場|新大久保,新大久保駅,新大久保駅|西武新宿駅|新宿駅,342.0,新宿駅,1176.3,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,studio worcle shinjuku,〒160-0023 東京都新宿区西新宿７丁目１６-７ 第２１フジビル,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新大久保駅|新宿駅,278.0,新宿駅,752.2,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,studio worcle yoyogi,〒151-0053 東京都渋谷区代々木１丁目３６-１２ 2F,,0,渋谷,渋谷|恵比寿|代官山|原宿,代々木駅,代々木駅|新宿駅,141.0,新宿駅,653.7,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,Studioonda大久保,〒169-0073 東京都新宿区百人町１丁目２３-２ 3F,,0,新宿,新宿|西新宿|高田馬場|新大久保,新大久保駅,新大久保駅|西武新宿駅|新宿駅,388.0,新宿駅,1013.9,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,THビル貸し会議室 レンタルスタジオ,〒151-0053 東京都渋谷区代々木２丁目４-１ Thビル,https://dance-studio-lab.com/room/ZGYxYjYyNDgtMDEzOC00MjZhLTgyZDctODZlMDViYTQ0NDgy/detail,1,渋谷,渋谷|恵比寿|代官山|原宿,新宿駅,新宿駅|代々木駅|西武新宿駅,451.0,新宿駅,331.4,station_distance,haversine:新宿駅(≤1200m),80,+30(dslurl)|+20(rental=1)|+30(レンタルスタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,ＴＨ会場,〒151-0053 東京都渋谷区代々木２丁目４-１,,0,渋谷,渋谷|恵比寿|代官山|原宿,新宿駅,新宿駅|代々木駅|西武新宿駅,451.0,新宿駅,332.2,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,スタジオジパング大久保,〒169-0073 東京都新宿区百人町１丁目２３ みなみビル B1,,0,新宿,新宿|西新宿|高田馬場|新大久保,新大久保駅,新大久保駅|西武新宿駅|新宿駅,331.0,新宿駅,1060.2,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,ジャパンポールダンス,〒160-0021 東京都新宿区歌舞伎町１丁目２３-１２ 第一桑原ビル 5F,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,161.0,新宿駅,525.9,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,シュミネAスタジオStudioStyle+,〒169-0073 東京都新宿区百人町１丁目２４-７,,0,新宿,新宿|西新宿|高田馬場|新大久保,新大久保駅,新大久保駅|西武新宿駅|新宿駅,374.0,新宿駅,1000.7,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,スタジオインディ 新宿店,〒160-0022 東京都新宿区新宿３丁目２２番１１号 新宿ＲＳビル ６階,,0,新宿,新宿|西新宿|高田馬場|新大久保,新宿駅,新宿駅|西武新宿駅|新大久保駅,289.0,新宿駅,409.0,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,スタジオスタイルプラス窓口StudioStyle+,〒160-0023 東京都新宿区西新宿７丁目２２-３１ 1F,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新大久保駅|新宿駅,380.0,新宿駅,853.3,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,ダンススタジオ石井,〒151-0051 東京都渋谷区千駄ケ谷５丁目４-７,,0,渋谷,渋谷|恵比寿|代官山|原宿,代々木駅,代々木駅|新宿駅,480.0,新宿駅,1046.2,station_distance,haversine:新宿駅(≤1200m),45,+20(rental=1)|+25(ダンススタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,ノアスタジオ 新宿１号店,〒160-0023 東京都新宿区西新宿１丁目３-１４,,0,新宿,新宿|西新宿|高田馬場|新大久保,新宿駅,新宿駅|西武新宿駅|新大久保駅,319.0,新宿駅,413.1,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,ノアスタジオ 新宿２号店,〒160-0023 東京都新宿区西新宿７丁目１０-１２,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,259.0,新宿駅,507.2,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,ノアスタジオ代々木店,〒151-0051 東京都渋谷区千駄ケ谷４丁目２４-１９,,0,渋谷,渋谷|恵比寿|代官山|原宿,代々木駅,代々木駅,452.0,新宿駅,1140.9,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,ハレスタジオ参宮橋,〒151-0053 東京都渋谷区代々木４丁目２８-８ 代々木村田マンション 509,,0,渋谷,渋谷|恵比寿|代官山|原宿,代々木駅,代々木駅,1031.0,新宿駅,1131.0,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,メインスタジオStudio Style+,〒160-0023 東京都新宿区西新宿７丁目２２-３１,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新大久保駅|新宿駅,362.0,新宿駅,838.0,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,レンタルスタジオ HIKARI 新宿三丁目,〒160-0021 東京都新宿区歌舞伎町２丁目８-１２ グリーンプラザ 203,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,507.0,新宿駅,798.3,station_distance,haversine:新宿駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,レンタルスタジオ HIKARI 西新宿７丁目,〒160-0023 東京都新宿区西新宿７丁目１０-１７ B館 601号室,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,234.0,新宿駅,540.6,station_distance,haversine:新宿駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,ロジスタイルB StudioStyle+,〒160-0023 東京都新宿区西新宿７丁目１５-１４ FONTAINE三須 1F,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,255.0,新宿駅,636.8,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,新宿 だんすた レンタルスタジオ,〒160-0023 東京都新宿区西新宿７丁目１３-７ 3F4F タカラビル,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,398.0,新宿駅,621.9,station_distance,haversine:新宿駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,新宿マイスタジオ,〒160-0023 東京都新宿区西新宿７丁目９-１７ ６F・５F・４F 伊藤ビル,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,263.0,新宿駅,548.5,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
新宿駅のレンタルダンススタジオおすすめ,駅,S,新宿御苑前スタジオ,〒160-0022 東京都新宿区新宿１丁目１３-１２ FIRST bldg 地下1階 FIRST Bldg.,,0,新宿,新宿|西新宿|高田馬場|新大久保,新宿駅,新宿駅|代々木駅,1063.0,新宿駅,1071.4,station_distance,haversine:新宿駅(≤1200m),20,+20(rental=1),0,1
