studio_title,address,website,phone,dslurl,is_partner,candidate_article_count,s_article_count,api_priority_score,api_target_reason
溶岩ホットヨガ LaLa Aasha（ララアーシャ）学芸大学,〒152-0004 東京都目黒区鷹番２丁目２０-６ Kh.01 3F,https://www.lalaaasha.jp/studios/gakugeidai/,03-5768-7768,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現
Dancing Appaloosa ダンシング アパルーサ,〒152-0004 東京都目黒区鷹番３丁目４-１９ 江連ビル 3階 イズミダンススクール内,http://www.dancingappaloosa.com/,090-1696-0434,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現
アトリエ エマーブル,〒158-0097 東京都世田谷区用賀３丁目１８-８ セントラルSOUI103,https://www.atelieraimable.com/,,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現
リリィ スタジオ&カフェ レンタルカフェ,〒156-0052 東京都世田谷区経堂２丁目７-１４-１０２,,,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現
三軒茶屋リーフスタジオ,〒154-0004 東京都世田谷区太子堂３丁目１４-８ 太子堂COMPLEX 3F 300号室,http://leaf.studiosquare.jp/,03-5822-4050,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現
日暮里リーダンススタジオ,東京都荒川区西日暮里2-29-6秋山ビル301,https://liidance.square.site/,,https://dance-studio-lab.com/room/MjAxNTcyNmItYmQ2Ny00MmEzLWIyNjktODFkZmYxNGJiOTVh/detail,1,5,1,95,提携スタジオ|S優先度記事×1|複数記事候補×5
エストゥディオのりこ,〒105-0004 東京都港区１６ 東京都港区 2-16-1 340,http://estudio.lolipop.jp/,03-3591-5924,,0,7,3,95,S優先度記事×3|複数記事候補×7
FACTORYカレッタスタジオ,〒105-7001 東京都港区東新橋１丁目８-１ B2 カレッタスタジオ,https://www.factory-studio.jp/caretta/,03-6216-9710,,0,7,3,95,S優先度記事×3|複数記事候補×7
原宿ダンススタジオ SHIN RENTAL STUDIO,〒151-0051 東京都渋谷区千駄ケ谷３丁目６０-４ 地下1階,https://harajuku-rentalstudio.com/,,,0,7,3,95,S優先度記事×3|複数記事候補×7
レンタルスタジオ・レンタルスペース ZEAL STUDIOS,〒105-0004 東京都港区新橋３丁目５-１０ 新三ビル B1F,http://zeal-studios.com/?utm_source=google&utm_medium=map,03-3503-0288,,0,7,3,95,S優先度記事×3|複数記事候補×7
alt studio (オルトスタジオ),〒101-0051 東京都千代田区神田神保町１丁目64-３ 神保町ビル 6F,https://upnow.jp/Altstudio/jimbocho,090-1793-8220,,0,6,3,90,S優先度記事×3|複数記事候補×6
レンタルスペース リノスペcamp東京ドーム,〒101-0061 東京都千代田区神田三崎町２丁目１２-５ ニュー千代田ビル 3F-A,https://lin.ee/a6tOsHu,050-1808-7637,,0,6,3,90,S優先度記事×3|複数記事候補×6
ナ・ホク・オ・カヘアラニ フラ＆タヒチアン,〒107-0061 東京都港区北青山３丁目５-９ KAZU表参道 202号室,https://nahokuokahealanijp.com/,,,0,6,3,90,S優先度記事×3|複数記事候補×6
すむぞうスタジオ,〒150-0041 東京都渋谷区神南１丁目１１-５ ダイネス壱番館渋谷 B1,https://studio.sumuzo.info/,03-6712-7630,,0,6,3,90,S優先度記事×3|複数記事候補×6
レンタル撮影スタジオDOLLY飯田橋1号店,〒102-0072 東京都千代田区飯田橋３丁目６-６ 港屋ビル 2F,https://studio-dolly.com/studio/iidabashi1/?utm_source=map,050-3196-4992,,0,6,3,90,S優先度記事×3|複数記事候補×6
Pole and Aerial Studio Polish 銀座店,〒104-0061 東京都中央区銀座７丁目８-１３ Brown Place 3階,https://www.polish-415.com/,03-5412-2555,,0,6,3,90,S優先度記事×3|複数記事候補×6
ミライスタジオ上野,〒110-0003 東京都台東区根岸１丁目５-１３,https://studio-mirai55.com/,,,0,6,3,90,S優先度記事×3|複数記事候補×6
レンタルスタジオ Starshine,〒107-0061 東京都港区北青山３丁目５ 9KAZU表参道 202,https://nahokuokahealanijp.com/alohayoga/,03-6455-0264,,0,6,3,90,S優先度記事×3|複数記事候補×6
渋谷RIZEスタジオ,〒150-0041 東京都渋谷区神南１丁目１３-４ Idoビル 2階A号室,http://shibuya-rize.com/,080-3095-0108,,0,6,3,90,S優先度記事×3|複数記事候補×6
『bco』 Private lesson/salon,〒150-0001 東京都渋谷区神宮前１丁目２１-１５ 2F奥 ナポレ原宿,http://bobbyconditioning.com/,,,0,6,3,90,S優先度記事×3|複数記事候補×6
銀座スタジオ ルアン,〒104-0061 東京都中央区銀座８丁目１０-２ ルアンビル 11階,https://rentalstudio.ruan.co.jp/,,,0,6,3,90,S優先度記事×3|複数記事候補×6
KBAバレエスタジオ御茶ノ水,〒113-0034 東京都文京区湯島１丁目１２-６ 地下1F 高関ビル,https://ballet-kba.com/,03-3772-3426,,0,6,3,90,S優先度記事×3|複数記事候補×6
"in the house / Shibuya ""Gallery""",〒150-0001 東京都渋谷区神宮前６丁目２３-１２,https://inthehouse.tokyo/,,,0,6,3,90,S優先度記事×3|複数記事候補×6
第一ホテル東京 フィットネス&アクアゾーン,〒100-0011 東京都千代田区内幸町１丁目５-３ 新幸橋ビルディング ビル内,https://www.hankyu-hotel.com/hotel/dh/dhtokyo/contents/refacilities?utm_source=googlemybusiness&utm_medium=organic,03-3596-7740,,0,6,3,90,S優先度記事×3|複数記事候補×6
BUZZ レンタルスタジオ 上野店,〒110-0003 東京都台東区根岸３丁目６-３ 小林ビル 地下1階,,,,0,6,3,90,S優先度記事×3|複数記事候補×6
スタジオ レンズマン青山,〒107-0062 東京都港区南青山２丁目１０-１１ 南青山パールハイム 1F,http://lensman.jp/,03-6804-1241,,0,5,3,85,S優先度記事×3|複数記事候補×5
株式会社ZERO CREATION（Dance Studio FOCUS）,〒166-0003 東京都杉並区高円寺南５丁目３５-１５,http://dancestudio-focus.com/,03-6304-9061,,0,5,3,85,S優先度記事×3|複数記事候補×5
Pole Dance Tokyo ポールダンス東京,〒107-0052 東京都港区赤坂３丁目１６-８ 東海アネックスビルB1,http://www.poledancetokyo.com/,03-5941-8998,,0,5,3,85,S優先度記事×3|複数記事候補×5
PLUS DANCE STUDIO,〒169-0075 東京都新宿区高田馬場４丁目１４-４,http://plus-dance-studio.com/,03-6908-6822,,0,5,3,85,S優先度記事×3|複数記事候補×5
スタジオ レセルバ,〒107-0052 東京都港区赤坂３丁目２１-１４ TS共和六番館地下一階,,03-6426-5858,,0,5,3,85,S優先度記事×3|複数記事候補×5
emotionS Dance Studio,〒180-0006 東京都武蔵野市中町１丁目２５-１０ 三祐ビル B1F,http://dance-studio-emotions.com/,080-9215-5325,,0,6,2,85,S優先度記事×2|複数記事候補×6|候補少記事に出現
高円寺 フェニックス レンタルスタジオ,〒166-0003 東京都杉並区高円寺南２丁目５３-１,https://phoenix.studiosquare.jp/,03-5822-4050,,0,5,3,85,S優先度記事×3|複数記事候補×5
ノアスタジオ 中野店,"〒164-0001 東京都中野区中野３丁目３９-２, Nakano Noah Building, B1",https://www.noahstudio.jp/shop/nakano/,03-6304-8606,,0,5,3,85,S優先度記事×3|複数記事候補×5
ACFit 赤坂見附スタジオ,〒107-0052 東京都港区赤坂３丁目４-３ 赤坂マカベビル B1F,,03-3560-9212,,0,5,3,85,S優先度記事×3|複数記事候補×5
BUZZ SHIBUYA店,〒150-0042 東京都渋谷区宇田川町４-１０ 宇田川町ビル B1～3F,,03-6907-2144,,0,5,3,85,S優先度記事×3|複数記事候補×5
ソニズレンタルスタジオ東高円寺店,〒166-0003 東京都杉並区高円寺南１丁目６-５ 高円寺サマリヤマンション 松屋の隣,https://sonysdance.com/,,,0,5,3,85,S優先度記事×3|複数記事候補×5
BUZZ関内,神奈川県横浜市中区太田町1-18-2関内エスビル B1,,,https://dance-studio-lab.com/room/OWEzMTEwNDEtMjc2Yi00NzA0LTk0NmMtYTU1NGNhNTY4YTM3/detail,1,3,1,85,提携スタジオ|S優先度記事×1|複数記事候補×3
Nari Gym (ナリジム),〒107-0052 東京都港区赤坂３丁目14番9号 赤坂清水ビル 2F,https://beauty.hotpepper.jp/kr/slnH000588196/,03-6277-7369,,0,5,3,85,S優先度記事×3|複数記事候補×5
スタジオキャンパス 高田馬場店,〒169-0075 東京都新宿区高田馬場４丁目２９-１ B1F,https://st-campus.net/baba/,,,0,5,3,85,S優先度記事×3|複数記事候補×5
ハレスタジオ参宮橋,〒151-0053 東京都渋谷区代々木４丁目２８-８ 代々木村田マンション 509,,090-3874-1762,,0,5,3,85,S優先度記事×3|複数記事候補×5
レンタルスタジオ HIKARI 高田馬場,〒169-0075 東京都新宿区高田馬場４丁目４-１ M-haus B.L.D 3階,https://hikari-studio.net/,050-3196-4716,,0,5,3,85,S優先度記事×3|複数記事候補×5
ダンススペース ベースオントップ高田馬場店,〒169-0075 東京都新宿区高田馬場１丁目３３-１４ サンフラワービル 3F,https://bassontop.tokyo.jp/dance/,03-6273-8587,,0,5,3,85,S優先度記事×3|複数記事候補×5
FEELCYCLE 六本木,〒106-0032 東京都港区六本木６丁目４-１ ヒルズ ハリウッドプラザ 3F,https://www.feelcycle.com/studios/rpg/?utm_source=google&utm_medium=gbp&utm_content=RPG&utm_campaign=google_gbp_RPG,,,0,5,3,85,S優先度記事×3|複数記事候補×5
レンタルスタジオマイレッスン 新宿御苑前,〒160-0022 東京都新宿区新宿１丁目１７-１,https://www.my-lesson.jp/,,,0,5,3,85,S優先度記事×3|複数記事候補×5
レンタルスタジオAivic元町中華街,神奈川県横浜市中区山下町25-16 ニューポートビル202,https://www.aivic.jp/wp/studio-chukagai/,,https://dance-studio-lab.com/room/MDE1MGRkYjEtNjcxMS00Njg1LTg2YmQtODBjODQxZmFlYjg0/detail,1,3,1,85,提携スタジオ|S優先度記事×1|複数記事候補×3
レンタルスタジオ,〒150-0013 東京都渋谷区恵比寿３丁目９-１５ 4階,http://studioespec.jp/,080-5687-9683,,0,5,3,85,S優先度記事×3|複数記事候補×5
御茶ノ水 レンタルスタジオ,〒101-0062 東京都千代田区神田駿河台２丁目６-１５ ４Ｆ,https://ochanomizu.inforent.jp/,03-5822-4050,,0,5,3,85,S優先度記事×3|複数記事候補×5
恵比寿ガーデンプレイス,〒150-0013 東京都渋谷区恵比寿４丁目２０,https://gardenplace.jp/,03-5423-7111,,0,5,3,85,S優先度記事×3|複数記事候補×5
SHOJIN Show-Base Tokyo,〒169-0075 東京都新宿区高田馬場４丁目１１-10VORT Briller4F SHOJIN Show-Base Tokyo,https://shojin-enter-labo.work/,,,0,5,3,85,S優先度記事×3|複数記事候補×5
STUDIO LIKEMAD,〒150-0042 東京都渋谷区宇田川町１１-２ 宇田川柳光ビル B1,https://www.studiolikemad.tokyo/,03-6455-2924,,0,5,3,85,S優先度記事×3|複数記事候補×5
EXスタジオ麹町,〒102-0083 東京都千代田区麹町２丁目２-４ 麹町セントラルビル 5階,,050-1743-6868,,0,5,3,85,S優先度記事×3|複数記事候補×5
Estudio ILIA FLAMENCA,〒101-0051 東京都千代田区神田神保町１丁目２５-４ 神保町ビル B1 SH神田南,https://www.ilia-f.com/,03-5577-6818,,0,5,3,85,S優先度記事×3|複数記事候補×5
DAYS赤坂見附,〒107-0052 東京都港区赤坂３丁目９-１ 紀陽 ビル,https://days-akasaka.tokyo/,03-3584-5011,,0,5,3,85,S優先度記事×3|複数記事候補×5
白金台恵比寿ミュージックスタジオ,〒108-0071 東京都港区白金台５丁目２-５ 502,,050-3196-9973,,0,5,3,85,S優先度記事×3|複数記事候補×5
レンタルスタジオ 301,〒160-0021 東京都新宿区歌舞伎町２丁目８-１２ 新宿グリーンプラザ 301号,,,,0,5,3,85,S優先度記事×3|複数記事候補×5
レンタルスタジオ,〒150-0013 東京都渋谷区恵比寿３丁目９-１５ 4階,http://hula-tahiti.com/rental-studio/,03-6277-1754,,0,5,3,85,S優先度記事×3|複数記事候補×5
女性専用フィットネスジム ミットネス 赤坂店,〒107-0052 東京都港区赤坂４丁目３-６ ヒューリック赤坂一ツ木通ビル 3階,https://mittness.jp/shop-akasaka/?utm_source=google&utm_medium=map&utm_campaign=akasaka,03-6277-7791,,0,5,3,85,S優先度記事×3|複数記事候補×5
ノアスタジオ 赤坂店,〒107-0052 東京都港区赤坂３丁目１３-１２ 受付は隣のビル2Fとなります,https://www.noahstudio.jp/shop/akasaka/,03-3589-6211,,0,5,3,85,S優先度記事×3|複数記事候補×5
新宿御苑前スタジオ,〒160-0022 東京都新宿区新宿１丁目１３-１２ FIRST bldg 地下1階 FIRST Bldg.,https://www.studio-barbie.jp/06/,03-6822-3000,,0,5,3,85,S優先度記事×3|複数記事候補×5
新宿・大久保マイックル,〒169-0073 東京都新宿区百人町１丁目１９-２３,http://maikkuru.com/,03-5937-2345,,0,5,3,85,S優先度記事×3|複数記事候補×5
スタジオハイシー,〒160-0023 東京都新宿区西新宿３丁目２-２７ 第7 7 オーチュー B1階,https://studio-hide-and-seek.co.jp/,,,0,5,3,85,S優先度記事×3|複数記事候補×5
スタジオタップ７２,〒150-0002 東京都渋谷区渋谷１丁目９-5 B2F ナスタックビル,http://www.studiotap72.com/,03-3406-0728,,0,5,3,85,S優先度記事×3|複数記事候補×5
Pole and Aerial Studio POLISH六本木,〒106-0032 東京都港区六本木７丁目１２-３,http://www.polish-415.com/,03-5412-2555,,0,5,3,85,S優先度記事×3|複数記事候補×5
Rinky Dink Studio 中野店,〒164-0001 東京都中野区中野２丁目２５-２ トビタビル ２階,https://rinky.info/studio/nakano/,03-5385-0354,,0,5,3,85,S優先度記事×3|複数記事候補×5
Rinky Dink Studio お茶の水 神保町店,〒101-0051 東京都千代田区 アイピー第1ビル 6F・7F・8F 神田神保町1-2-12,https://rinky.info/studio/ochanomizu/,03-3294-6909,,0,5,3,85,S優先度記事×3|複数記事候補×5
ヒカリババダンスカンパニー,〒171-0031 東京都豊島区目白２丁目１２-４,https://hikaribaba.com/,,,0,5,3,85,S優先度記事×3|複数記事候補×5
ミライスタジオ御茶ノ水,〒101-0062 東京都千代田区神田駿河台２丁目４-２,https://studio-mirai55.com/,,,0,5,3,85,S優先度記事×3|複数記事候補×5
Hina STUDIO（ヒナスタジオ）【目黒スタジオ】,東京都渋谷区神宮前6-23-11 パークサイドハイツ303,https://hinastudio.jp/,,,0,5,3,85,S優先度記事×3|複数記事候補×5
レンタルスタジオ HIKARI 東高円寺,〒166-0012 東京都杉並区和田３丁目５９-１０ エレガンス東高円寺 101号室,https://hikari-studio.net/,050-3196-4716,,0,5,3,85,S優先度記事×3|複数記事候補×5
レンタルスタジオ HIKARI 新宿三丁目,〒160-0021 東京都新宿区歌舞伎町２丁目８-１２ グリーンプラザ 203,https://hikari-studio.net/,050-3196-4716,,0,5,3,85,S優先度記事×3|複数記事候補×5
レンタルスタジオ「Ten（テン）」,〒160-0021 東京都新宿区歌舞伎町２丁目８-１２ 新宿グリーンプラザ 303号,,,,0,5,3,85,S優先度記事×3|複数記事候補×5
スタジオジパング 目白スタジオPRO,〒171-0031 東京都豊島区目白３ 5-13 地下1階,https://studiozipang.com/,,,0,5,3,85,S優先度記事×3|複数記事候補×5
レンタルスタジオSunny 高田馬場1号店,〒169-0075 東京都新宿区高田馬場４丁目１-５ 5F,https://11dance.com/,,,0,5,3,85,S優先度記事×3|複数記事候補×5
レンタルスタジオ YOGA SPICE 神保町,〒101-0065 東京都千代田区西神田２丁目３-２ 牧ビル 402号室,https://yogaspice.jp/,,,0,5,3,85,S優先度記事×3|複数記事候補×5
EyeCandyポールダンス秋葉原スタジオ,〒101-0021 東京都千代田区外神田２丁目１-１３,http://www.eyecandypole.com/,03-3525-4890,,0,5,3,85,S優先度記事×3|複数記事候補×5
演劇稽古場ファンファーレレンタルスタジオ高田馬場,〒169-0075 東京都新宿区高田馬場１丁目２１-４ 第５三池ビル B１F,https://atelier-fanfare.jp/,03-6205-9436,,0,5,3,85,S優先度記事×3|複数記事候補×5
DＡNCE Studio LEON 多目的スタジオ レオン,〒160-0022 東京都新宿区新宿５丁目１７-６ 201,http://lilly-company.com/,090-9101-3317,,0,5,3,85,S優先度記事×3|複数記事候補×5
渡辺雅子フラメンコラコンチャ,〒160-0022 東京都新宿区新宿２丁目１-３ 1F,https://www.masako-watanabe.net/,090-6659-1031,,0,5,3,85,S優先度記事×3|複数記事候補×5
アクセ・スタジオ,〒169-0075 東京都新宿区高田馬場４丁目１-７,http://accestudio.com/,03-3371-5222,,0,5,3,85,S優先度記事×3|複数記事候補×5
レンタルスペース「301」,〒160-0021 東京都新宿区歌舞伎町２丁目８-１２ 新宿グリーンプラザ 301号,,,,0,5,3,85,S優先度記事×3|複数記事候補×5
Studio.m 新宿レンタルスタジオ,〒160-0022 東京都新宿区新宿５丁目１５?号２ 池与ビル ２０３,https://studioaqua88.wixsite.com/my-site,,,0,5,3,85,S優先度記事×3|複数記事候補×5
STUDIOFLAG高田馬場2号店,〒169-0075 東京都新宿区高田馬場２丁目１１-１ YOKE2ビル 地下1F,https://studioflaginfo.com/,03-6823-1404,,0,5,3,85,S優先度記事×3|複数記事候補×5
BUZZ レンタルスタジオ赤坂店,〒107-0052 東京都港区赤坂２丁目１３-２０ Tsumugi ビル,,,,0,5,3,85,S優先度記事×3|複数記事候補×5
たにどうダンスワールド,〒107-0052 東京都港区赤坂３丁目９-４ 赤坂扇やビル 4階,http://www.tanido-dance.com/,03-3583-1788,,0,5,3,85,S優先度記事×3|複数記事候補×5
セミナールーム茅場町 Co-Edo 3F 貸会議室,〒104-0033 東京都中央区新川１丁目３-４ ＰＡビル3F,https://seminar.coworking.tokyo.jp/,03-5542-0470,,0,5,3,85,S優先度記事×3|複数記事候補×5
Dubwayレンタルスタジオ大久保,東京都新宿区百人町3-15-8,,,https://dance-studio-lab.com/room/YTIzMjllOTEtNzlhMy00YjBiLTgwMDctMGNhMDNkOTgwNDFh/detail,1,3,1,85,提携スタジオ|S優先度記事×1|複数記事候補×3
モダミカ アートプラザ,〒169-0075 東京都新宿区高田馬場１丁目３４-１２,http://www.modamica.jp/,03-3200-8939,,0,5,3,85,S優先度記事×3|複数記事候補×5
モダン出版株式会社,〒113-0034 東京都文京区湯島３丁目１２-１１,https://www.danceview.co.jp/,03-5812-1055,,0,5,3,85,S優先度記事×3|複数記事候補×5
FLASHスタジオ,〒150-0002 東京都渋谷区渋谷１丁目１０-２ グローリア宮益坂III 東館 3F,https://www.flash-studio.tokyo/,,,0,5,3,85,S優先度記事×3|複数記事候補×5
神楽坂バレエクラス,〒162-0825 東京都新宿区神楽坂３丁目２,http://kagurazaka-ballet.com/,090-9845-9695,,0,5,3,85,S優先度記事×3|複数記事候補×5
中野ロフトスタジオ～nakano f～,〒164-0001 東京都中野区中野５丁目４６-１０,https://nakanof.jp/,03-6276-3917,,0,5,3,85,S優先度記事×3|複数記事候補×5
ZITA アルゼンチンタンゴ,"Tokyo, 塚原ビル 4F, ２丁目-２７-２ 上大崎 品川区 東京都 141-0021",https://www.laestacion.jp/,080-6660-6864,,0,5,3,85,S優先度記事×3|複数記事候補×5
高円寺・中野レンタルダンススタジオEmotions,〒166-0002 東京都杉並区高円寺北１丁目３-２,https://studio-emotions.com/,03-6382-5933,,0,5,3,85,S優先度記事×3|複数記事候補×5
中野 レンタルスタジオ オドリバ,〒164-0001 東京都中野区中野５丁目３２-６ 中野城西ビル B-7号室,https://nakano-odoriba.com/,,,0,5,3,85,S優先度記事×3|複数記事候補×5
スタジオジパング 新宿スタジオPRO,"ニューローレルビル ニューローレルビル地下1階, １丁目-３４-１１ 新宿 新宿区 東京都 160-0022",https://studiozipang.com/,,,0,5,3,85,S優先度記事×3|複数記事候補×5
高円寺フェニックススタジオ,〒166-0003 東京都杉並区５３ 高円寺南2-53-1 FLAT・KOU1階,http://phoenix.studiosquare.jp/,03-5822-4050,,0,5,3,85,S優先度記事×3|複数記事候補×5
高田馬場 ペガサス,〒171-0033 東京都豊島区高田３丁目１３-８ 吉見ビル 2F,https://pegasus.studiosquare.jp/,03-5822-4050,,0,5,3,85,S優先度記事×3|複数記事候補×5
studio arty 高田馬場,〒169-0075 東京都新宿区高田馬場３丁目５-３ 第90東京ビル ２F,https://studio-arty.com/,080-1252-3188,,0,5,3,85,S優先度記事×3|複数記事候補×5
六本木 フォルトゥーナ,〒106-0032 東京都港区六本木７丁目１２-２３ フォルトゥーナビル 3A,https://roppongi.studiosquare.jp/,03-5822-4050,,0,5,3,85,S優先度記事×3|複数記事候補×5
六本木 レンタルスタジオ 十五夜,〒106-0032 東京都港区六本木５丁目１０-３２ 第一アイトービル別館2F,https://jugoya.studiosquare.jp/,03-5822-4050,,0,5,3,85,S優先度記事×3|複数記事候補×5
"マイレッスン 新宿A,Bスタジオ",〒160-0022 東京都新宿区新宿１丁目１３-１２,http://www.my-lesson.jp/,,,0,5,3,85,S優先度記事×3|複数記事候補×5
ベストスタジオ中野,〒164-0001 東京都中野区中野５丁目４６ 9ABCハウス 101,https://beststudio.jp/,,,0,5,3,85,S優先度記事×3|複数記事候補×5
ＴＲＢタップダンススタジオ,〒101-0032 東京都千代田区岩本町１丁目１-６,http://trbtap.com/,03-3861-5144,,0,4,3,80,S優先度記事×3|複数記事候補×4
蒲田COZYレンタルダンススタジオ,〒144-0052 東京都大田区蒲田５丁目６-１２ イワシタビル 2F,https://cozy.studiosquare.jp/,03-5822-4050,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現
レンタルスタジオ/ステップ東村山１号店,〒189-0013 東京都東村山市栄町１丁目３-３２ ビュー久米川 201号室,https://tokyo-step.space/,080-6885-7536,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現
ダンススクエア 葛西スタジオ,〒134-0084 東京都江戸川区東葛西６丁目２-１０ 森ビル 7階,http://d-s-u-s.com/,,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現
ダンススタジオ ファンデーション 東中野落合校,〒164-0003 東京都中野区東中野３丁目１６-１４ 小谷ビル １Ｆ,http://www.fun-d-tion.net/,03-3362-2688,,0,4,3,80,S優先度記事×3|複数記事候補×4
BUZZ レンタルスタジオ 秋葉原店,〒101-0032 東京都千代田区岩本町２丁目６-１２ 曙ビル B1,,,,0,4,3,80,S優先度記事×3|複数記事候補×4
レンタルスタジオ/ステップ東村山２号店,〒189-0013 東京都東村山市栄町１丁目10-２３,https://tokyo-step.space/,080-6885-7536,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現
スタジオ阿弥陀,〒110-0004 東京都台東区下谷１丁目８-２０ 長松寺,http://www7b.biglobe.ne.jp/~matte/index.html,03-3844-5949,,0,4,3,80,S優先度記事×3|複数記事候補×4
スタジオ階梯-空-,〒171-0052 東京都豊島区南長崎５丁目１４-２ ヤマザキビル 地下1階,https://studio-kaitei.e-w-arts.biz/,03-5906-5588,,0,4,3,80,S優先度記事×3|複数記事候補×4
ダンスカレッジ古都,〒171-0042 東京都豊島区高松１丁目６-２,https://www.dance-koto.com/,03-5926-9355,,0,4,3,80,S優先度記事×3|複数記事候補×4
レンタルスタジオ マイレッスン 立川店,〒190-0023 東京都立川市柴崎町２丁目６-３ まるごビル,https://www.my-lesson.jp/,,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現
レンタルスタジオ モエギ市ヶ谷 ヨガダンスストレッチサロン Moegi市ヶ谷,〒102-0073 東京都千代田区九段北４丁目１-１５ MT市ヶ谷 201,https://upnow.jp/fukufuku-meetingroom,,,0,4,3,80,S優先度記事×3|複数記事候補×4
Studio Sun-Sea,〒124-0006 東京都葛飾区堀切４丁目１１-２ 堀学ビル 302号室,https://studiorentalspace-sun-sea.com/,,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現
TRINITY DANCE CENTER桜上水校,〒168-0073 東京都杉並区下高井戸１丁目１８-１６ 桜上水ビル 1F KORG,https://tdc-kids.com/,03-6379-3817,,0,4,3,80,S優先度記事×3|複数記事候補×4
U210 【立川レンタルダンススタジオ】,〒190-0022 東京都立川市錦町２丁目２-２８ ＹＳ立川第二ビル １階,https://www.studiou210.com/,070-6484-1881,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現
Tap Dance Company Freiheit,〒185-0011 東京都国分寺市本多１丁目１-２０ Cross Stair B,https://www.tdc-freiheit.com/,042-307-8733,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現
個室レンタルジム AllDayGym 松陰神社店,〒154-0023 東京都世田谷区若林４丁目１７-１２ プルミエール松陰神社 202,https://www.all-day-gym.com/,,,0,4,3,80,S優先度記事×3|複数記事候補×4
レンタルスタジオ スタジオザルツ,〒157-0065 東京都世田谷区上祖師谷１丁目３６-５ ル・クレール 地下一階,https://studio-salz.com/chitokara/,,,0,4,3,80,S優先度記事×3|複数記事候補×4
レンタルスタジオ STUDIO ZERO 町田ターミナル口店,〒194-0013 東京都町田市原町田４丁目７-３ 内藤ビル 地下1階B5号室,https://zero-studio.jp/machida/,050-3205-1194,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現
FLAG POINT,〒171-0043 東京都豊島区２１ 豊島区要町1丁目21-10 三井ビル2F,http://www.flag-point.com/,03-5926-7813,,0,4,3,80,S優先度記事×3|複数記事候補×4
BillionDance,〒542-0084 大阪府大阪市中央区宗右衛門町１-２７ ゴールドウッズミッテラビルB1F,https://sites.google.com/view/billiondance/,080-6313-7665,,0,4,3,80,S優先度記事×3|複数記事候補×4
レンタルスタジオ アーマーズピンクドア,〒171-0051 東京都豊島区長崎４丁目９-５ 地下1階 フェイマスショップビル,http://planet-hand.com/,03-5964-0032,,0,4,3,80,S優先度記事×3|複数記事候補×4
タップダンススタジオ,〒153-0051 東京都目黒区上目黒１丁目５-１０ 中目黒マンションB1F?10号室,https://www.instagram.com/kaztapstudio?igsh=MXNhdG1rOG81OGUwNw%3D%3D&utm_source=qr,03-6906-6076,,0,4,3,80,S優先度記事×3|複数記事候補×4
タイムズ東京タワーサイド第２,〒105-0011 東京都港区芝公園４丁目４,https://times-info.net/P13-tokyo/C103/park-detail-BUK0032408/?utm_source=detail&utm_medium=map&utm_campaign=mybusiness,,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現
magari 中野坂上スタジオ,〒164-0011 東京都中野区中央１丁目１-３ 新都心中央ビル B1,https://cafe-magari.com/,070-6630-7215,,0,4,3,80,S優先度記事×3|複数記事候補×4
ノアスタジオ 池袋店,〒170-0013 東京都豊島区東池袋１丁目３０-６ B1F-B2F,https://www.noahstudio.jp/shop/ikebukuro/,,,0,4,3,80,S優先度記事×3|複数記事候補×4
Studio ROZE (スタジオロゼ） レンタルスタジオ ヨガスタジオ 整体サロン 池袋 安い,〒171-0014 東京都豊島区池袋２丁目１１-９ 安藤ビル 305,https://www.instabase.jp/space/9053717528,090-9101-7296,,0,4,3,80,S優先度記事×3|複数記事候補×4
"in the house / Hatagaya ""Shack""",〒101 東京都渋谷区幡ケ谷２丁目８-１５ JP 151-0072 KODAビル B1F,https://inthehouse.tokyo/hatagaya/,,,0,4,3,80,S優先度記事×3|複数記事候補×4
studio worcle shinjuku-gyoen,〒160-0004 東京都新宿区四谷４丁目３２-４ B1 B2,http://www.studioworcle.com/gyoen/,03-6273-1270,,0,4,3,80,S優先度記事×3|複数記事候補×4
studio RhythMoon（スタジオ・リズムーン）,〒167-0022 東京都杉並区下井草５丁目１６-９,http://www.studiorhythmoon.com/,,,0,4,3,80,S優先度記事×3|複数記事候補×4
三鷹レンタルスタジオRin,〒181-0013 東京都三鷹市下連雀３丁目２３-１２ アージェントビル 402,https://dance-studio-rin.com/,,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現
