article_title,article_type,article_priority,rank,studio_title,address,is_partner,dslurl,primary_station,distance_to_primary_station_m,selection_score,selection_reason
八王子駅のレンタルダンススタジオおすすめ,駅,A,7,FANTASY DANCE SCHOOL 八王子店,〒192-0904 東京都八王子市子安町１丁目２６-１４ 26-14 301,0,,八王子駅,389.0,33,駅近500m以内 | 複数記事候補 | haversine:八王子駅(≤1200m)
八王子駅のレンタルダンススタジオおすすめ,駅,A,8,Risley八王子店,〒192-0085 東京都八王子市中町７-１１ 福島ビル B1,0,,八王子駅,402.0,33,駅近500m以内 | 複数記事候補 | haversine:八王子駅(≤1200m)
八王子駅のレンタルダンススタジオおすすめ,駅,A,9,スタジオ カノン 東町店,〒184-0011 東京都八王子市東町２丁目９ ムジカ八王子ビル,0,,八王子駅,355.0,33,駅近500m以内 | 複数記事候補 | haversine:八王子駅(≤1200m)
八王子駅のレンタルダンススタジオおすすめ,駅,A,10,ＤＡＮＣＥＳＴＵＤＩＯ・ＢＩＮＧＯ,〒192-0083 東京都八王子市旭町１３-２５,0,,八王子駅,297.0,29,駅近500m以内 | 複数記事候補 | haversine:八王子駅(≤1200m)
八王子駅のレンタルダンススタジオおすすめ,駅,A,11,M Ballet Studio,〒192-0902 東京都八王子市上野町１７-５ SKダンススタジオ 内,0,,八王子駅,927.0,24,駅近1000m以内 | 複数記事候補 | haversine:八王子駅(≤1200m)
八王子駅のレンタルダンススタジオおすすめ,駅,A,12,ダンススタジオ ability,〒192-0066 東京都八王子市本町２４-８ クラフトビル 1F,0,,八王子駅,981.0,24,駅近1000m以内 | 複数記事候補 | haversine:八王子駅(≤1200m)
八王子駅のレンタルダンススタジオおすすめ,駅,A,13,八王子フラスタジオ Mauna leo（マウナレオ）,〒192-0046 東京都八王子市明神町２丁目10-１０ 3階,0,,八王子駅,907.0,24,駅近1000m以内 | 複数記事候補 | haversine:八王子駅(≤1200m)
八王子駅のレンタルダンススタジオおすすめ,駅,A,14,studio KAJIMAYA,〒192-0074 東京都八王子市天神町２１-２,0,,八王子駅,800.0,20,駅近1000m以内 | 複数記事候補 | haversine:八王子駅(≤1200m)
六本木駅のレンタルダンススタジオおすすめ,駅,A,1,BUZZ レンタルスタジオ 六本木店,〒106-0032 東京都港区六本木４丁目５-７ スタジオＤ 地下1階,1,https://dance-studio-lab.com/room/MGYxY2IwOWYtNDQ4ZS00MmEyLTliYTAtNzg1YjUyOTA0OTlj/detail,六本木駅,269.0,135,提携 | 駅近500m以内 | 複数記事候補 | haversine:六本木駅(≤1200m)
六本木駅のレンタルダンススタジオおすすめ,駅,A,2,チェリッシュスタジオ11号館/12号館/13号館/14号館,東京都港区西麻布-2-21-22 WEST麻布2791ビル2階,1,https://dance-studio-lab.com/room/ZmMxMTg1ZGQtMjUyZS00NjZlLWE3YzMtZjllNWM1N2JhNTdj/detail,表参道駅,809.0,126,提携 | 駅近1000m以内 | 複数記事候補 | haversine:六本木駅(≤1200m)
六本木駅のレンタルダンススタジオおすすめ,駅,A,3,レンタルスタジオStudioIrodori麻布十番店,〒106-0045 東京都港区麻布十番１丁目５番１ YKビル 3F,0,,麻布十番駅,385.0,35,駅近500m以内 | 複数記事候補 | haversine:六本木駅(≤1200m)
六本木駅のレンタルダンススタジオおすすめ,駅,A,4,Z-RAHZ DANCE STUDIO,〒106-0046 東京都港区元麻布１丁目２-２,0,,麻布十番駅,192.0,35,駅近500m以内 | 複数記事候補 | haversine:六本木駅(≤1200m)
六本木駅のレンタルダンススタジオおすすめ,駅,A,5,六本木 レンタルスタジオ 十五夜,〒106-0032 東京都港区六本木５丁目１０-３２ 第一アイトービル別館2F,0,,六本木駅,303.0,33,駅近500m以内 | 複数記事候補 | haversine:六本木駅(≤1200m)
六本木駅のレンタルダンススタジオおすすめ,駅,A,6,FEELCYCLE 六本木,〒106-0032 東京都港区六本木６丁目４-１ ヒルズ ハリウッドプラザ 3F,0,,六本木駅,198.0,33,駅近500m以内 | 複数記事候補 | haversine:六本木駅(≤1200m)
六本木駅のレンタルダンススタジオおすすめ,駅,A,7,六本木 フォルトゥーナ,〒106-0032 東京都港区六本木７丁目１２-２３ フォルトゥーナビル 3A,0,,六本木駅,236.0,33,駅近500m以内 | 複数記事候補 | haversine:六本木駅(≤1200m)
六本木駅のレンタルダンススタジオおすすめ,駅,A,8,Pole and Aerial Studio POLISH六本木,〒106-0032 東京都港区六本木７丁目１２-３,0,,六本木駅,187.0,33,駅近500m以内 | 複数記事候補 | haversine:六本木駅(≤1200m)
六本木駅のレンタルダンススタジオおすすめ,駅,A,9,Ballet Studio M'z,〒107-0052 東京都港区赤坂７丁目９-７ 小林ビル 5F,0,,赤坂駅,561.0,26,駅近1000m以内 | 複数記事候補 | haversine:六本木駅(≤1200m)
六本木駅のレンタルダンススタジオおすすめ,駅,A,10,赤坂茜山スタジオ,〒107-0052 東京都港区赤坂２丁目２１-１ 川本ビル Ｂ１Ｆ,0,,赤坂駅,502.0,26,駅近1000m以内 | 複数記事候補 | haversine:六本木駅(≤1200m)
六本木駅のレンタルダンススタジオおすすめ,駅,A,11,Studio R 六本木ヒルズ店,〒106-0032 東京都港区六本木６丁目１５-１ ヒルズ けやき坂通り 2F けやき坂テラス,0,,六本木駅,519.0,24,駅近1000m以内 | 複数記事候補 | haversine:六本木駅(≤1200m)
六本木駅のレンタルダンススタジオおすすめ,駅,A,12,KaQiLa～カキラ～スタジオ／株式会社キッズ・カンパニー,〒106-0032 東京都港区六本木２丁目４-９ アソルティー六本木一丁目６Ｆ,0,,六本木駅,566.0,24,駅近1000m以内 | 複数記事候補 | haversine:六本木駅(≤1200m)
六本木駅のレンタルダンススタジオおすすめ,駅,A,13,STUDIO TRON,"〒106-0031 東京都港区西麻布３丁目１７-１１ B1F,1F TRONビル",0,,六本木駅,688.0,24,駅近1000m以内 | 複数記事候補 | haversine:六本木駅(≤1200m)
六本木駅のレンタルダンススタジオおすすめ,駅,A,14,STUDIO SPACE COREDO NOGIZAKA｜スタジオスペース コレド 乃木坂,〒107-0052 東京都港区赤坂９丁目６-４１ B1,0,,青山一丁目駅,578.0,24,駅近1000m以内 | 複数記事候補 | haversine:六本木駅(≤1200m)
北千住駅のレンタルダンススタジオおすすめ,駅,A,1,AAPA 日の出町団地スタジオ,〒120-0021 東京都足立区日ノ出町２７ 日の出町団地１号棟 １０３,0,,北千住駅,287.0,29,駅近500m以内 | 複数記事候補 | haversine:北千住駅(≤1200m)
北千住駅のレンタルダンススタジオおすすめ,駅,A,2,レンタルスタジオ Gスクエア,〒120-0036 東京都足立区千住仲町１-２,0,,北千住駅,855.0,24,駅近1000m以内 | 複数記事候補 | haversine:北千住駅(≤1200m)
原宿駅のレンタルダンススタジオおすすめ,駅,A,1,BUZZ レンタルスタジオ 渋谷PARK店,〒150-0042 東京都渋谷区宇田川町１９-５,1,https://dance-studio-lab.com/room/YmNlM2RmNGMtNGI0Mi00ZTg4LTk4OTYtNjY4NWRiM2JmNzhm/detail,渋谷駅,448.0,135,提携 | 駅近500m以内 | 複数記事候補 | haversine:原宿駅(≤1200m)
原宿駅のレンタルダンススタジオおすすめ,駅,A,2,Studio-Bio,東京都渋谷区千駄ヶ谷3−41−12　シャトル千駄ヶ谷B1(地下),1,https://dance-studio-lab.com/room/MTI3NDc3MzgtMTBhMy00NGY2LWE3MGQtZmM5YzdiYjVmNzM2/detail,北参道駅,48.0,135,提携 | 駅近500m以内 | 複数記事候補 | haversine:原宿駅(≤1200m)
原宿駅のレンタルダンススタジオおすすめ,駅,A,3,原宿ダンススタジオ SHIN RENTAL STUDIO,〒151-0051 東京都渋谷区千駄ケ谷３丁目６０-４ 地下1階,0,,原宿駅,479.0,35,駅近500m以内 | 複数記事候補 | haversine:原宿駅(≤1200m)
原宿駅のレンタルダンススタジオおすすめ,駅,A,4,レンタルスタジオ Starshine,〒107-0061 東京都港区北青山３丁目５ 9KAZU表参道 202,0,,表参道駅,76.0,35,駅近500m以内 | 複数記事候補 | haversine:原宿駅(≤1200m)
原宿駅のレンタルダンススタジオおすすめ,駅,A,5,タヒチアンダンススタジオ ライマーラマ表参道,〒150-0001 東京都渋谷区神宮前５丁目１３-１４,0,,表参道駅,493.0,35,駅近500m以内 | 複数記事候補 | haversine:原宿駅(≤1200m)
原宿駅のレンタルダンススタジオおすすめ,駅,A,6,ナ・ホク・オ・カヘアラニ フラ＆タヒチアン,〒107-0061 東京都港区北青山３丁目５-９ KAZU表参道 202号室,0,,表参道駅,242.0,35,駅近500m以内 | 複数記事候補 | haversine:原宿駅(≤1200m)
原宿駅のレンタルダンススタジオおすすめ,駅,A,7,CARDIO BARRE SHIBUYA (カーディオ・バー 渋谷店),〒150-0002 東京都渋谷区渋谷１丁目１４-１１ BCサロン 地下１階,0,,渋谷駅,222.0,35,駅近500m以内 | 複数記事候補 | haversine:原宿駅(≤1200m)
原宿駅のレンタルダンススタジオおすすめ,駅,A,8,ノートルスタジオ,〒107-0062 東京都港区南青山３丁目５-１ O&K 南青山,0,,外苑前駅,384.0,35,駅近500m以内 | 複数記事候補 | haversine:原宿駅(≤1200m)
原宿駅のレンタルダンススタジオおすすめ,駅,A,9,『bco』 Private lesson/salon,〒150-0001 東京都渋谷区神宮前１丁目２１-１５ 2F奥 ナポレ原宿,0,,原宿駅,255.0,35,駅近500m以内 | 複数記事候補 | haversine:原宿駅(≤1200m)
原宿駅のレンタルダンススタジオおすすめ,駅,A,10,JOINT STUDO Harajuku,〒150-0001 東京都渋谷区神宮前４丁目２９-９ Ondenビル B1,0,,原宿駅,400.0,35,駅近500m以内 | 複数記事候補 | haversine:原宿駅(≤1200m)
原宿駅のレンタルダンススタジオおすすめ,駅,A,11,SOUTH MINT STUDIO 南青山,〒107-0062 東京都港区南青山２丁目２７-２０ B1F,0,,外苑前駅,167.0,35,駅近500m以内 | 複数記事候補 | haversine:原宿駅(≤1200m)
原宿駅のレンタルダンススタジオおすすめ,駅,A,12,外苑前アイランドスタジオ,〒150-0001 東京都渋谷区神宮前３丁目１-２５ 神宮前Ikビル 2階,0,,外苑前駅,322.0,35,駅近500m以内 | 複数記事候補 | haversine:原宿駅(≤1200m)
原宿駅のレンタルダンススタジオおすすめ,駅,A,13,宮益坂十間スタジオ,〒150-0002 東京都渋谷区渋谷１丁目１０-７ Ⅲ B1 (受付・Bスタジオ)、北館5F(Aスタジオ 宮益坂Stビル,0,,渋谷駅,406.0,35,駅近500m以内 | 複数記事候補 | haversine:原宿駅(≤1200m)
原宿駅のレンタルダンススタジオおすすめ,駅,A,14,Hina STUDIO（ヒナスタジオ）【目黒スタジオ】,東京都渋谷区神宮前6-23-11 パークサイドハイツ303,0,,明治神宮前〈原宿〉駅,488.0,33,駅近500m以内 | 複数記事候補 | haversine:原宿駅(≤1200m)
原宿駅のレンタルダンススタジオおすすめ,駅,A,15,FLASHスタジオ,〒150-0002 東京都渋谷区渋谷１丁目１０-２ グローリア宮益坂III 東館 3F,0,,渋谷駅,428.0,33,駅近500m以内 | 複数記事候補 | haversine:原宿駅(≤1200m)
吉祥寺駅のレンタルダンススタジオおすすめ,駅,A,1,レンタルスタジオ吉祥寺OLI（オリ）,〒180-0003 東京都武蔵野市吉祥寺南町２丁目２０-１ 吉祥寺オリンピックマンション B8,0,,吉祥寺駅,475.0,33,駅近500m以内 | 複数記事候補 | haversine:吉祥寺駅(≤1200m)
吉祥寺駅のレンタルダンススタジオおすすめ,駅,A,2,吉祥寺 レンタルスタジオ LC Rental,〒180-0004 東京都武蔵野市吉祥寺本町１丁目２４-７ 吉祥寺光ビル 6F,0,,吉祥寺駅,146.0,33,駅近500m以内 | 複数記事候補 | haversine:吉祥寺駅(≤1200m)
吉祥寺駅のレンタルダンススタジオおすすめ,駅,A,3,[吉祥寺ダンススタジオ] Studio Amrita NORTH,〒180-0004 東京都武蔵野市吉祥寺本町２丁目５-１０ いちご吉祥寺ビル B1,0,,吉祥寺駅,436.0,33,駅近500m以内 | 複数記事候補 | haversine:吉祥寺駅(≤1200m)
吉祥寺駅のレンタルダンススタジオおすすめ,駅,A,4,吉祥寺 レンタルスタジオ さんだる倶楽部,〒180-0003 東京都武蔵野市吉祥寺南町１丁目３０-１ パークヴィラ吉祥寺２階,0,,吉祥寺駅,395.0,33,駅近500m以内 | 複数記事候補 | haversine:吉祥寺駅(≤1200m)
吉祥寺駅のレンタルダンススタジオおすすめ,駅,A,5,TONIC DANCE STUDIO 吉祥寺,〒180-0002 東京都武蔵野市吉祥寺東町１丁目１０-２１ 地下1階 西郊ビル,0,,吉祥寺駅,393.0,33,駅近500m以内 | 複数記事候補 | haversine:吉祥寺駅(≤1200m)
吉祥寺駅のレンタルダンススタジオおすすめ,駅,A,6,吉祥寺ダンススタジオ【STUDIO55】スタジオゴーゴー,〒180-0004 東京都武蔵野市吉祥寺本町１丁目３３-１０ 丸二ビル,0,,吉祥寺駅,410.0,33,駅近500m以内 | 複数記事候補 | haversine:吉祥寺駅(≤1200m)
吉祥寺駅のレンタルダンススタジオおすすめ,駅,A,7,LIMITED Creaation. dance studio,〒180-0004 東京都武蔵野市１丁目２４-７ 吉祥寺光ビル 6F 吉祥寺,0,,吉祥寺駅,146.0,33,駅近500m以内 | 複数記事候補 | haversine:吉祥寺駅(≤1200m)
吉祥寺駅のレンタルダンススタジオおすすめ,駅,A,8,吉祥寺レンタルスペース[Studio Amrita WEST],"吉祥寺藤彩ビル B1, ２丁目-１７-１２ 吉祥寺本町 武蔵野市 東京都 180-0004",0,,吉祥寺駅,353.0,33,駅近500m以内 | 複数記事候補 | haversine:吉祥寺駅(≤1200m)
吉祥寺駅のレンタルダンススタジオおすすめ,駅,A,9,早坂ダンススタジオ,〒180-0003 東京都武蔵野市吉祥寺南町２丁目６-１,0,,吉祥寺駅,178.0,33,駅近500m以内 | 複数記事候補 | haversine:吉祥寺駅(≤1200m)
吉祥寺駅のレンタルダンススタジオおすすめ,駅,A,10,吉祥寺スタジオ・レダ,〒180-0002 東京都武蔵野市吉祥寺東町１丁目１１-１８ Ｍビル 2F,0,,吉祥寺駅,430.0,33,駅近500m以内 | 複数記事候補 | haversine:吉祥寺駅(≤1200m)
吉祥寺駅のレンタルダンススタジオおすすめ,駅,A,11,アカペラスタジオ ベースオントップ吉祥寺店,〒180-0004 東京都武蔵野市吉祥寺本町１丁目２０-３ B1F,0,,吉祥寺駅,312.0,33,駅近500m以内 | 複数記事候補 | haversine:吉祥寺駅(≤1200m)
吉祥寺駅のレンタルダンススタジオおすすめ,駅,A,12,ノアスタジオ 吉祥寺店,〒180-0004 東京都武蔵野市吉祥寺本町２丁目１６-１２ B１F,0,,吉祥寺駅,406.0,33,駅近500m以内 | 複数記事候補 | haversine:吉祥寺駅(≤1200m)
吉祥寺駅のレンタルダンススタジオおすすめ,駅,A,13,御殿山永谷ダンススタジオ,〒180-0005 東京都武蔵野市御殿山１丁目６-４ 太陽ビル,0,,吉祥寺駅,301.0,29,駅近500m以内 | 複数記事候補 | haversine:吉祥寺駅(≤1200m)
吉祥寺駅のレンタルダンススタジオおすすめ,駅,A,14,吉祥寺 三鷹 モリノスタジオ,〒181-0013 東京都三鷹市下連雀１丁目１７-４ GRATO井の頭公園 2F,0,,三鷹駅,923.0,28,駅近1000m以内 | 複数記事候補 | haversine:吉祥寺駅(≤1200m)
吉祥寺駅のレンタルダンススタジオおすすめ,駅,A,15,吉祥寺 吉すた レンタルスタジオ,〒180-0003 東京都武蔵野市吉祥寺南町２丁目２０-８ Ｋ＆Ｆビル 1Ｆ,0,,吉祥寺駅,564.0,24,駅近1000m以内 | 複数記事候補 | haversine:吉祥寺駅(≤1200m)
新大久保駅のレンタルダンススタジオおすすめ,駅,A,1,Dubwayレンタルスタジオ大久保,東京都新宿区百人町3-15-8,1,https://dance-studio-lab.com/room/YTIzMjllOTEtNzlhMy00YjBiLTgwMDctMGNhMDNkOTgwNDFh/detail,新大久保駅,660.0,122,提携 | 駅近1000m以内 | 複数記事候補 | primary_station:新大久保駅(≤1200m)
新大久保駅のレンタルダンススタジオおすすめ,駅,A,2,レンタルダンススタジオ LANDstudio 新宿店,〒169-0073 東京都新宿区百人町１丁目２２-１９ 筒井ビル B1F,0,,新大久保駅,276.0,35,駅近500m以内 | 複数記事候補 | primary_station:新大久保駅(≤1200m)
新大久保駅のレンタルダンススタジオおすすめ,駅,A,3,ALOK DANCE DORAMA COMPANY,〒169-0073 東京都新宿区百人町１丁目１３-９,0,,新大久保駅,279.0,35,駅近500m以内 | 複数記事候補 | primary_station:新大久保駅(≤1200m)
新大久保駅のレンタルダンススタジオおすすめ,駅,A,4,studio worcle okubo,〒169-0073 東京都新宿区百人町１丁目２１-５ 新宿Stビル,0,,新大久保駅,342.0,35,駅近500m以内 | 複数記事候補 | primary_station:新大久保駅(≤1200m)
新大久保駅のレンタルダンススタジオおすすめ,駅,A,5,Studioonda大久保,〒169-0073 東京都新宿区百人町１丁目２３-２ 3F,0,,新大久保駅,388.0,35,駅近500m以内 | 複数記事候補 | primary_station:新大久保駅(≤1200m)
新大久保駅のレンタルダンススタジオおすすめ,駅,A,6,赤レンガ・バレエスタジオStudioStyle+,〒169-0073 東京都新宿区百人町１丁目２４-８ 3F,0,,新大久保駅,347.0,35,駅近500m以内 | 複数記事候補 | primary_station:新大久保駅(≤1200m)
新大久保駅のレンタルダンススタジオおすすめ,駅,A,7,スタジオジパング大久保,〒169-0073 東京都新宿区百人町１丁目２３ みなみビル B1,0,,新大久保駅,331.0,35,駅近500m以内 | 複数記事候補 | primary_station:新大久保駅(≤1200m)
新大久保駅のレンタルダンススタジオおすすめ,駅,A,8,シュミネAスタジオStudioStyle+,〒169-0073 東京都新宿区百人町１丁目２４-７,0,,新大久保駅,374.0,35,駅近500m以内 | 複数記事候補 | primary_station:新大久保駅(≤1200m)
新大久保駅のレンタルダンススタジオおすすめ,駅,A,9,東京バレエ劇場,〒169-0073 東京都新宿区百人町１丁目１６-４,0,,新大久保駅,211.0,35,駅近500m以内 | 複数記事候補 | primary_station:新大久保駅(≤1200m)
新大久保駅のレンタルダンススタジオおすすめ,駅,A,10,新宿・大久保マイックル,〒169-0073 東京都新宿区百人町１丁目１９-２３,0,,新大久保駅,352.0,33,駅近500m以内 | 複数記事候補 | primary_station:新大久保駅(≤1200m)
新大久保駅のレンタルダンススタジオおすすめ,駅,A,11,スタジオ プリメーラ(スタジオ プリメラ),〒169-0072 東京都新宿区大久保２丁目８-８ 青葉ビル,0,,新大久保駅,678.0,26,駅近1000m以内 | 複数記事候補 | primary_station:新大久保駅(≤1200m)
新大久保駅のレンタルダンススタジオおすすめ,駅,A,12,新宿 大久保 BMT レンタルスタジオ,〒169-0074 東京都新宿区北新宿１丁目１３-１９ 弘林ビル Ｂ１Ｆ,0,,新大久保駅,614.0,24,駅近1000m以内 | 複数記事候補 | primary_station:新大久保駅(≤1200m)
新大久保駅のレンタルダンススタジオおすすめ,駅,A,13,StudioOnda東中野 Ondabuilding,〒169-0074 東京都新宿区北新宿４丁目３３-５,0,,新大久保駅,1133.0,16,複数記事候補 | primary_station:新大久保駅(≤1200m)
新橋駅のレンタルダンススタジオおすすめ,駅,A,1,レンタルスタジオAivic新橋,"東京都港区西新橋1-16-14 宮川ビル4階
",1,https://dance-studio-lab.com/room/M2EyMzEzOTUtMjkwNC00MmRlLWI3YWEtYjBiMmM1NGUzYzhl/detail,新橋駅,408.0,135,提携 | 駅近500m以内 | 複数記事候補 | haversine:新橋駅(≤1200m)
新橋駅のレンタルダンススタジオおすすめ,駅,A,2,レンタルスタジオ・レンタルスペース ZEAL STUDIOS,〒105-0004 東京都港区新橋３丁目５-１０ 新三ビル B1F,0,,新橋駅,347.0,35,駅近500m以内 | 複数記事候補 | haversine:新橋駅(≤1200m)
新橋駅のレンタルダンススタジオおすすめ,駅,A,3,銀座スタジオ ルアン,〒104-0061 東京都中央区銀座８丁目１０-２ ルアンビル 11階,0,,新橋駅,422.0,35,駅近500m以内 | 複数記事候補 | haversine:新橋駅(≤1200m)
新橋駅のレンタルダンススタジオおすすめ,駅,A,4,FACTORYカレッタスタジオ,〒105-7001 東京都港区東新橋１丁目８-１ B2 カレッタスタジオ,0,,新橋駅,354.0,35,駅近500m以内 | 複数記事候補 | haversine:新橋駅(≤1200m)
新橋駅のレンタルダンススタジオおすすめ,駅,A,5,Pole and Aerial Studio Polish 銀座店,〒104-0061 東京都中央区銀座７丁目８-１３ Brown Place 3階,0,,新橋駅,428.0,35,駅近500m以内 | 複数記事候補 | haversine:新橋駅(≤1200m)
新橋駅のレンタルダンススタジオおすすめ,駅,A,6,第一ホテル東京 フィットネス&アクアゾーン,〒100-0011 東京都千代田区内幸町１丁目５-３ 新幸橋ビルディング ビル内,0,,新橋駅,357.0,35,駅近500m以内 | 複数記事候補 | haversine:新橋駅(≤1200m)
新橋駅のレンタルダンススタジオおすすめ,駅,A,7,エストゥディオのりこ,〒105-0004 東京都港区１６ 東京都港区 2-16-1 340,0,,新橋駅,85.0,35,駅近500m以内 | 複数記事候補 | haversine:新橋駅(≤1200m)
新橋駅のレンタルダンススタジオおすすめ,駅,A,8,Another ONE+ （銀座レンタルスペース）,〒104-0061 東京都中央区銀座３丁目１２-１８ 新岩間ビル 3F,0,,有楽町駅,700.0,28,駅近1000m以内 | 複数記事候補 | haversine:新橋駅(≤1200m)
新橋駅のレンタルダンススタジオおすすめ,駅,A,9,アルゼンチンタンゴ協会,〒104-0061 東京都中央区銀座７丁目１４-７ 共栄銀座７丁目ビル,0,,新橋駅,579.0,26,駅近1000m以内 | 複数記事候補 | haversine:新橋駅(≤1200m)
新橋駅のレンタルダンススタジオおすすめ,駅,A,10,H?lau Hula Coco,〒104-0045 東京都中央区築地１丁目１２-１５ 三ツ田ビル 4F,0,,有楽町駅,967.0,26,駅近1000m以内 | 複数記事候補 | haversine:新橋駅(≤1200m)
新橋駅のレンタルダンススタジオおすすめ,駅,A,11,FINEDAY浜松町,〒105-0012 東京都港区芝大門１丁目２-２２ 2F(200 パレステュディオ芝大門,0,,浜松町駅,520.0,26,駅近1000m以内 | 複数記事候補 | haversine:新橋駅(≤1200m)
新橋駅のレンタルダンススタジオおすすめ,駅,A,12,デイ・ナイト株式会社,〒100-0011 東京都千代田区内幸町１丁目１-２ Ud日比谷ビル 7F,0,,新橋駅,507.0,26,駅近1000m以内 | 複数記事候補 | haversine:新橋駅(≤1200m)
新橋駅のレンタルダンススタジオおすすめ,駅,A,13,ブイラボミュージカル,〒105-0003 東京都港区西新橋３丁目２４,0,,浜松町駅,827.0,26,駅近1000m以内 | 複数記事候補 | haversine:新橋駅(≤1200m)
新橋駅のレンタルダンススタジオおすすめ,駅,A,14,セミナー &【JK Room 虎ノ門】,〒105-0003 東京都港区西新橋１丁目１９-１４ 大和ビル ３A,0,,新橋駅,564.0,26,駅近1000m以内 | 複数記事候補 | haversine:新橋駅(≤1200m)
新橋駅のレンタルダンススタジオおすすめ,駅,A,15,スタジオ ダ・ヴィンチ,"〒105-0021 東京都港区東新橋２丁目４-６ パラッツオシエナ 1 2,3F",0,,新橋駅,517.0,26,駅近1000m以内 | 複数記事候補 | haversine:新橋駅(≤1200m)
有楽町駅のレンタルダンススタジオおすすめ,駅,A,1,レンタルスタジオAivic新橋,"東京都港区西新橋1-16-14 宮川ビル4階
",1,https://dance-studio-lab.com/room/M2EyMzEzOTUtMjkwNC00MmRlLWI3YWEtYjBiMmM1NGUzYzhl/detail,新橋駅,408.0,135,提携 | 駅近500m以内 | 複数記事候補 | haversine:有楽町駅(≤1200m)
有楽町駅のレンタルダンススタジオおすすめ,駅,A,2,レンタルスタジオAivic築地,東京都中央区築地2-10-9 HARVEY築地4階,1,https://dance-studio-lab.com/room/Y2UzMzcxZTMtNDhlNS00ODEwLWJlOGYtZjA1ZjM5Y2YxNjE0/detail,築地駅,84.0,133,提携 | 駅近500m以内 | 複数記事候補 | candidate_station_fallback:有楽町駅
有楽町駅のレンタルダンススタジオおすすめ,駅,A,3,レンタルスタジオ・レンタルスペース ZEAL STUDIOS,〒105-0004 東京都港区新橋３丁目５-１０ 新三ビル B1F,0,,新橋駅,347.0,35,駅近500m以内 | 複数記事候補 | haversine:有楽町駅(≤1200m)
有楽町駅のレンタルダンススタジオおすすめ,駅,A,4,FACTORYカレッタスタジオ,〒105-7001 東京都港区東新橋１丁目８-１ B2 カレッタスタジオ,0,,新橋駅,354.0,35,駅近500m以内 | 複数記事候補 | haversine:有楽町駅(≤1200m)
有楽町駅のレンタルダンススタジオおすすめ,駅,A,5,銀座スタジオ ルアン,〒104-0061 東京都中央区銀座８丁目１０-２ ルアンビル 11階,0,,新橋駅,422.0,35,駅近500m以内 | 複数記事候補 | haversine:有楽町駅(≤1200m)
有楽町駅のレンタルダンススタジオおすすめ,駅,A,6,スタジオインディ 東京駅前店,〒104-0031 東京都中央区京橋１丁目４-１１ 竹本ビルディング ４階,0,,東京駅,397.0,35,駅近500m以内 | 複数記事候補 | haversine:有楽町駅(≤1200m)
有楽町駅のレンタルダンススタジオおすすめ,駅,A,7,第一ホテル東京 フィットネス&アクアゾーン,〒100-0011 東京都千代田区内幸町１丁目５-３ 新幸橋ビルディング ビル内,0,,新橋駅,357.0,35,駅近500m以内 | 複数記事候補 | haversine:有楽町駅(≤1200m)
有楽町駅のレンタルダンススタジオおすすめ,駅,A,8,Pole and Aerial Studio Polish 銀座店,〒104-0061 東京都中央区銀座７丁目８-１３ Brown Place 3階,0,,新橋駅,428.0,35,駅近500m以内 | 複数記事候補 | haversine:有楽町駅(≤1200m)
有楽町駅のレンタルダンススタジオおすすめ,駅,A,9,エストゥディオのりこ,〒105-0004 東京都港区１６ 東京都港区 2-16-1 340,0,,新橋駅,85.0,35,駅近500m以内 | 複数記事候補 | haversine:有楽町駅(≤1200m)
有楽町駅のレンタルダンススタジオおすすめ,駅,A,10,Another ONE+ （銀座レンタルスペース）,〒104-0061 東京都中央区銀座３丁目１２-１８ 新岩間ビル 3F,0,,有楽町駅,700.0,28,駅近1000m以内 | 複数記事候補 | haversine:有楽町駅(≤1200m)
有楽町駅のレンタルダンススタジオおすすめ,駅,A,11,レンタルスタジオ新富町 ?Danzatakara. Studio?,"Shintomi 2-1-7, Fujichuo building B1, 中央区 東京都 140-0041",0,,有楽町駅,891.0,26,駅近1000m以内 | 複数記事候補 | haversine:有楽町駅(≤1200m)
有楽町駅のレンタルダンススタジオおすすめ,駅,A,12,セミナー &【JK Room 虎ノ門】,〒105-0003 東京都港区西新橋１丁目１９-１４ 大和ビル ３A,0,,新橋駅,564.0,26,駅近1000m以内 | 複数記事候補 | haversine:有楽町駅(≤1200m)
有楽町駅のレンタルダンススタジオおすすめ,駅,A,13,H?lau Hula Coco,〒104-0045 東京都中央区築地１丁目１２-１５ 三ツ田ビル 4F,0,,有楽町駅,967.0,26,駅近1000m以内 | 複数記事候補 | haversine:有楽町駅(≤1200m)
有楽町駅のレンタルダンススタジオおすすめ,駅,A,14,大人バレエシェリ 東京銀座スタジオ,〒104-0061 東京都中央区銀座５丁目１４-６ 橋ビルⅡ B1,0,,有楽町駅,798.0,26,駅近1000m以内 | 複数記事候補 | haversine:有楽町駅(≤1200m)
有楽町駅のレンタルダンススタジオおすすめ,駅,A,15,デイ・ナイト株式会社,〒100-0011 東京都千代田区内幸町１丁目１-２ Ud日比谷ビル 7F,0,,新橋駅,507.0,26,駅近1000m以内 | 複数記事候補 | haversine:有楽町駅(≤1200m)
町田駅のレンタルダンススタジオおすすめ,駅,A,1,レンタルスタジオ STUDIO ZERO 町田ターミナル口店,〒194-0013 東京都町田市原町田４丁目７-３ 内藤ビル 地下1階B5号室,0,,町田駅,265.0,33,駅近500m以内 | 複数記事候補 | haversine:町田駅(≤1200m)
