article_title,article_type,article_priority,rank,studio_title,address,is_partner,dslurl,primary_station,distance_to_primary_station_m,place_id,google_name,rating,review_count,match_confidence,api_status,selection_score,selection_reason
銀座のレンタルダンススタジオおすすめ,エリア,S,14,レンタルスタジオAivic築地,東京都中央区築地2-10-9 HARVEY築地4階,1,https://dance-studio-lab.com/room/Y2UzMzcxZTMtNDhlNS00ODEwLWJlOGYtZjA1ZjM5Y2YxNjE0/detail,築地駅,84.0,ChIJrdrPJwCJGGAR-EuDpSyEr9o,レンタルジム Aivic 築地,,,0.857,OK,,提携 | ★nan(+nanpt) | 駅近500m以内 | 複数記事候補×5 | primary_area=銀座
銀座のレンタルダンススタジオおすすめ,エリア,S,15,レンタルスタジオAivic新橋,"東京都港区西新橋1-16-14 宮川ビル4階
",1,https://dance-studio-lab.com/room/M2EyMzEzOTUtMjkwNC00MmRlLWI3YWEtYjBiMmM1NGUzYzhl/detail,新橋駅,408.0,ChIJWaWXRACLGGARsTqAAlbfEa8,レンタルスタジオAivic新橋,,,1.0,OK,,提携 | ★nan(+nanpt) | 駅近500m以内 | 複数記事候補×7 | tag/station:銀座
高円寺のレンタルダンススタジオおすすめ,エリア,S,1,Dubway レンタルスタジオ中野,東京都中野区5-32-6 城西ビルB02,1,https://dance-studio-lab.com/room/MzFmYWU5ZjgtNmM0NC00MDYzLTljOGUtMjFlZDI1MmVhMDE5/detail,中野駅,167.0,ChIJ21QXDnjzGGARiL1yJ3naUQA,Dubway Dance Studio中野,5.0,1.0,0.457,OK,165.05,提携 | ★5.0(+20pt) | 口コミ1件(+0pt) | 駅近500m以内 | 複数記事候補×6 | tag/station:高円寺
高円寺のレンタルダンススタジオおすすめ,エリア,S,2,MCSpace,〒167-0053 東京都杉並区西荻南２丁目２５-６ 西荻プラザビル B1F,0,,西荻窪駅,275.0,ChIJ25ACVAXuGGARDoQc57Z5OSY,MCSpace,4.9,17.0,1.0,OK,65.45,★4.9(+20pt) | 口コミ17件(+1pt) | 駅近500m以内 | 複数記事候補×6 | primary_area=高円寺
高円寺のレンタルダンススタジオおすすめ,エリア,S,3,クリエイティブスペース・フュージョン,〒167-0053 東京都杉並区西荻南３丁目２４-２４-１ 西荻マイロード 27,0,,西荻窪駅,141.0,ChIJfQa0MO_vGGARabp1zm6oNk0,クリエイティブスペース・フュージョン,5.0,1.0,1.0,OK,65.05,★5.0(+20pt) | 口コミ1件(+0pt) | 駅近500m以内 | 複数記事候補×6 | primary_area=高円寺
高円寺のレンタルダンススタジオおすすめ,エリア,S,4,レンタルスタジオ 阿佐ヶ谷リノ,〒166-0015 東京都杉並区成田東５丁目２０-９,0,,南阿佐ケ谷駅,434.0,ChIJ8e2xHMLzGGARr-XenjGFBag,レンタルスタジオ 阿佐ヶ谷リノ,5.0,3.0,1.0,OK,63.15,★5.0(+20pt) | 口コミ3件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=高円寺
高円寺のレンタルダンススタジオおすすめ,エリア,S,5,レンタルスタジオOLI,〒166-0004 東京都杉並区阿佐谷南１丁目１５-１４ サンフェリーペ 101号室,0,,南阿佐ケ谷駅,144.0,ChIJH05DXsTzGGARVbfslTB4NCE,レンタルスタジオOLI,5.0,1.0,1.0,OK,63.05,★5.0(+20pt) | 口コミ1件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=高円寺
高円寺のレンタルダンススタジオおすすめ,エリア,S,6,ジーロックス・スタジオ,〒168-0073 東京都杉並区下高井戸１丁目１５-１２,0,,下高井戸駅,420.0,ChIJlckWt7PzGGAR459LfPk0MjU,ジーロックス・スタジオ,4.4,79.0,1.0,OK,62.55,★4.4(+18pt) | 口コミ79件(+4pt) | 駅近500m以内 | 複数記事候補×4 | primary_area=高円寺
高円寺のレンタルダンススタジオおすすめ,エリア,S,7,高円寺スタジオ,〒166-0002 東京都杉並区高円寺北２丁目７-７ 地下１階 高円寺名店ビル,0,,高円寺駅,147.0,ChIJ9zWe-HXzGGARGkJQzJ_PtPA,高円寺スタジオ,4.8,4.0,1.0,OK,62.4,★4.8(+19pt) | 口コミ4件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=高円寺
高円寺のレンタルダンススタジオおすすめ,エリア,S,8,アックミーエアリアルスタジオ ACME AERIAL STUDIO 36,〒168-0064 東京都杉並区永福４丁目８-１４,0,,永福町駅,241.0,ChIJy5pruDjzGGARlk6FbxiYjww,アックミーエアリアルスタジオ ACME AERIAL STUDIO 36,5.0,9.0,1.0,OK,61.45,★5.0(+20pt) | 口コミ9件(+0pt) | 駅近500m以内 | 複数記事候補×4 | primary_area=高円寺
高円寺のレンタルダンススタジオおすすめ,エリア,S,9,バレエ・ダンススタジオ Lino,〒168-0082 東京都杉並区久我山５丁目７-１３ 地下1階 メリディアン,0,,久我山駅,78.0,ChIJFUP6TBDxGGARJCMErNmcOuI,バレエ・ダンススタジオ Lino,5.0,6.0,1.0,OK,61.3,★5.0(+20pt) | 口コミ6件(+0pt) | 駅近500m以内 | 複数記事候補×4 | primary_area=高円寺
高円寺のレンタルダンススタジオおすすめ,エリア,S,10,TRINITY DANCE CENTER桜上水校,〒168-0073 東京都杉並区下高井戸１丁目１８-１６ 桜上水ビル 1F KORG,0,,桜上水駅,300.0,ChIJk2x-_RfzGGARt0BUX73H4HQ,TRINITY DANCE CENTER桜上水校,5.0,1.0,1.0,OK,61.05,★5.0(+20pt) | 口コミ1件(+0pt) | 駅近500m以内 | 複数記事候補×4 | primary_area=高円寺
高円寺のレンタルダンススタジオおすすめ,エリア,S,11,NATURAglam 高円寺スタジオ,〒166-0003 東京都杉並区４５ 高円寺南４丁目４５-２ メインロードビル3階,0,,高円寺駅,100.0,ChIJD1RX9IfyGGAR-Ka-hHMKh0c,ヨガ ピラティス ベリーダンス NATURAglam 高円寺スタジオ,4.3,6.0,0.723,OK,60.5,★4.3(+17pt) | 口コミ6件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=高円寺
高円寺のレンタルダンススタジオおすすめ,エリア,S,12,ソニズレンタルスタジオ南阿佐ヶ谷店,〒166-0015 東京都杉並区成田東５丁目３９-１２ グローリーハイツ南阿佐ケ谷榎本 B1F,0,,南阿佐ケ谷駅,116.0,ChIJVVV5zXPyGGARPff4MtOvUmA,ソニズレンタルダンススタジオ南阿佐ヶ谷,4.3,3.0,0.889,OK,60.35,★4.3(+17pt) | 口コミ3件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=高円寺
高円寺のレンタルダンススタジオおすすめ,エリア,S,13,studio RhythMoon（スタジオ・リズムーン）,〒167-0022 東京都杉並区下井草５丁目１６-９,0,,井荻駅,180.0,ChIJBYbYwNvtGGARnAXm73ZSSY0,studio RhythMoon（スタジオ・リズムーン）,4.6,5.0,1.0,OK,59.65,★4.6(+18pt) | 口コミ5件(+0pt) | 駅近500m以内 | 複数記事候補×4 | primary_area=高円寺
八王子のレンタルダンススタジオおすすめ,エリア,A,1,ダンススタジオ ability,〒192-0066 東京都八王子市本町２４-８ クラフトビル 1F,0,,八王子駅,981.0,ChIJB2ZaTXgfGWARLCIthODD-5Y,ブレイクダンス スタジオ アビリティ,5.0,204.0,0.467,OK,54.2,★5.0(+20pt) | 口コミ204件(+10pt) | 駅近1000m以内 | 複数記事候補×4 | primary_area=八王子
八王子のレンタルダンススタジオおすすめ,エリア,A,2,モノダンススタジオ 八王子校,〒192-0911 東京都八王子市打越町３４４-５ クリヤマ北野ビル 3階,0,,北野駅,34.0,ChIJRzWtDZIdGWARsK7Wm3-vT44,モノダンススタジオ 八王子校,5.0,59.0,1.0,OK,53.95,★5.0(+20pt) | 口コミ59件(+3pt) | 駅近500m以内 | 複数記事候補×4 | primary_area=八王子
八王子のレンタルダンススタジオおすすめ,エリア,A,3,レンタルダンススタジオTerrace八王子,〒192-0085 東京都八王子市中町６-６ 店舗（旧 川和ビル 3階,0,,八王子駅,412.0,ChIJ0UdPTrUdGWARYu_2IXJLS20,レンタルダンススタジオTerrace八王子,5.0,2.0,1.0,OK,53.1,★5.0(+20pt) | 口コミ2件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=八王子
八王子のレンタルダンススタジオおすすめ,エリア,A,4,カミヤマダンススタジオ,〒192-0046 東京都八王子市明神町４丁目６-２ 山口ビル 2F,0,,八王子駅,481.0,ChIJZ40NXd4dGWARdbOvgFiFmhk,カミヤマダンススタジオ,5.0,2.0,1.0,OK,53.1,★5.0(+20pt) | 口コミ2件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=八王子
八王子のレンタルダンススタジオおすすめ,エリア,A,5,パンキースタジオ,〒192-0355 東京都八王子市堀之内３丁目３５-６,0,,京王堀之内駅,153.0,ChIJoy3vANziGGARNwEG_2p4tJ0,パンキースタジオ,4.8,34.0,1.0,OK,51.9,★4.8(+19pt) | 口コミ34件(+2pt) | 駅近500m以内 | 複数記事候補×4 | primary_area=八王子
八王子のレンタルダンススタジオおすすめ,エリア,A,6,Risley八王子店,〒192-0085 東京都八王子市中町７-１１ 福島ビル B1,0,,八王子駅,402.0,ChIJPSUYVowdGWARjL_Nu7S9-w4,Risley八王子店,4.4,19.0,1.0,OK,51.55,★4.4(+18pt) | 口コミ19件(+1pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=八王子
八王子のレンタルダンススタジオおすすめ,エリア,A,7,ゴールドジム南大沢東京,〒192-0364 東京都八王子市南大沢２丁目30番地 サザンウィンズ南大沢 2F,0,,南大沢駅,111.0,ChIJm4ie77niGGARDJz9ZVxTg8M,ゴールドジム南大沢東京,4.1,76.0,1.0,OK,51.2,★4.1(+16pt) | 口コミ76件(+4pt) | 駅近500m以内 | 複数記事候補×4 | primary_area=八王子
八王子のレンタルダンススタジオおすすめ,エリア,A,8,SHAKE DANCE STUDIO 八王子校,〒192-0081 東京都八王子市横山町５-１４ ｗｉｌｌＤｏ八王子,0,,八王子駅,405.0,ChIJfeKgkNgdGWAR6WQQ2vgaViE,SHAKE DANCE STUDIO 八王子校,4.0,10.0,1.0,OK,49.5,★4.0(+16pt) | 口コミ10件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=八王子
八王子のレンタルダンススタジオおすすめ,エリア,A,9,シルクスタジオ,〒192-0912 東京都八王子市絹ケ丘１丁目２１-５,0,,長沼駅,495.0,ChIJ5cipWcodGWARgeoRRJy614E,シルクスタジオ,4.0,1.0,1.0,OK,47.05,★4.0(+16pt) | 口コミ1件(+0pt) | 駅近500m以内 | 複数記事候補×4 | primary_area=八王子
八王子のレンタルダンススタジオおすすめ,エリア,A,10,イシカワヒロユキダンススタジオ,〒192-0081 東京都八王子市横山町３-６,0,,八王子駅,437.0,ChIJP0FCu9gdGWARvT17OO32eQc,イシカワヒロユキダンススタジオ,3.3,3.0,1.0,OK,46.35,★3.3(+13pt) | 口コミ3件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=八王子
八王子のレンタルダンススタジオおすすめ,エリア,A,11,BUZZ レンタルスタジオ八王子店,〒192-0082 東京都八王子市東町１１-３ センチュリーステーションビル B1,0,,八王子駅,264.0,ChIJH-b8m34dGWARfjPtVHs9ncY,BUZZ八王子,2.7,7.0,0.609,OK,44.15,★2.7(+11pt) | 口コミ7件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=八王子
八王子のレンタルダンススタジオおすすめ,エリア,A,12,八王子フラスタジオ Mauna leo（マウナレオ）,〒192-0046 東京都八王子市明神町２丁目10-１０ 3階,0,,八王子駅,907.0,ChIJ_dKNWhsdGWARpA4bTnxu7Vo,八王子フラスタジオ Mauna leo（マウナレオ）,5.0,1.0,1.0,OK,44.05,★5.0(+20pt) | 口コミ1件(+0pt) | 駅近1000m以内 | 複数記事候補×4 | primary_area=八王子
八王子のレンタルダンススタジオおすすめ,エリア,A,13,FANTASY DANCE SCHOOL 八王子店,〒192-0904 東京都八王子市子安町１丁目２６-１４ 26-14 301,0,,八王子駅,389.0,ChIJ9f44NXsdGWAR0njJi8zKz68,FANTASY DANCE SCHOOL 八王子店,2.7,3.0,1.0,OK,43.95,★2.7(+11pt) | 口コミ3件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=八王子
八王子のレンタルダンススタジオおすすめ,エリア,A,14,レンタルスタジオ8 NORTH GATE,〒193-0931 東京都八王子市台町２丁目１１-２１ 2F,0,,山田駅,653.0,ChIJDTX2KiocGWAR2-WVj2aPvuc,レンタルスタジオ8 NORTH GATE,5.0,4.0,1.0,OK,42.2,★5.0(+20pt) | 口コミ4件(+0pt) | 駅近1000m以内 | 複数記事候補×3 | primary_area=八王子
八王子のレンタルダンススタジオおすすめ,エリア,A,15,ＤＡＮＣＥＳＴＵＤＩＯ・ＢＩＮＧＯ,〒192-0083 東京都八王子市旭町１３-２５,0,,八王子駅,297.0,ChIJ8Z6jnN4dGWARSS7sVYxZLLw,ＤＡＮＣＥＳＴＵＤＩＯ・ＢＩＮＧＯ,3.0,1.0,1.0,OK,41.05,★3.0(+12pt) | 口コミ1件(+0pt) | 駅近500m以内 | 複数記事候補×3 | primary_area=八王子
北千住のレンタルダンススタジオおすすめ,エリア,A,1,BUZZ竹ノ塚,〒121-0823 東京都足立区伊興３丁目１８-１９ ＮＹビル 3階,1,https://dance-studio-lab.com/room/Zjk4YThkNDItZDI4OC00MTRlLTg2NDgtYTgxZDUyYjgxMjQ2/detail,竹ノ塚駅,295.0,ChIJf4aLng-RGGARawyKUX2WJjo,BUZZ竹ノ塚,3.5,4.0,1.0,OK,149.2,提携 | ★3.5(+14pt) | 口コミ4件(+0pt) | 駅近500m以内 | 複数記事候補×6 | primary_area=北千住
北千住のレンタルダンススタジオおすすめ,エリア,A,2,舎人公園 ドッグラン,〒121-0837 東京都足立区舎人公園１,0,,舎人公園駅,181.0,ChIJuRkRz9STGGARIIef1w11HaI,舎人公園ドッグラン,3.6,302.0,1.0,OK,60.4,★3.6(+14pt) | 口コミ302件(+15pt) | 駅近500m以内 | 複数記事候補×4 | primary_area=北千住
北千住のレンタルダンススタジオおすすめ,エリア,A,3,Studio Sun-Sea,〒124-0006 東京都葛飾区堀切４丁目１１-２ 堀学ビル 302号室,0,,堀切菖蒲園駅,89.0,ChIJEVVf-RGPGGAREH-fvlyCdNA,Studio Sun-Sea,4.9,14.0,1.0,OK,53.3,★4.9(+20pt) | 口コミ14件(+1pt) | 駅近500m以内 | 複数記事候補×5 | tag/station:北千住
北千住のレンタルダンススタジオおすすめ,エリア,A,4,舎人公園陸上競技場,〒121-0837 東京都足立区舎人公園１-１,0,,舎人公園駅,480.0,ChIJzf-oatSTGGARrYeReH9bBMs,舎人公園陸上競技場,3.9,191.0,1.0,OK,52.15,★3.9(+16pt) | 口コミ191件(+10pt) | 駅近500m以内 | 複数記事候補×2 | primary_area=北千住
北千住のレンタルダンススタジオおすすめ,エリア,A,5,キッズダンススタジオSerenita西新井店,〒123-0842 東京都足立区栗原１丁目７-２０ 3階,0,,西新井駅,228.0,ChIJO53AD5iRGGARLqbN8nYVZtg,キッズダンススタジオSerenita西新井店,5.0,1.0,1.0,OK,51.05,★5.0(+20pt) | 口コミ1件(+0pt) | 駅近500m以内 | 複数記事候補×4 | primary_area=北千住
北千住のレンタルダンススタジオおすすめ,エリア,A,6,スタジオアリス 足立舎人店,〒121-0831 東京都足立区舎人１丁目１５-９,0,,舎人駅,47.0,ChIJ5cFPpteTGGARMJaazVGd1Vo,スタジオアリス 足立舎人店,4.2,46.0,1.0,OK,50.1,★4.2(+17pt) | 口コミ46件(+2pt) | 駅近500m以内 | 複数記事候補×4 | primary_area=北千住
北千住のレンタルダンススタジオおすすめ,エリア,A,7,AAPA 日の出町団地スタジオ,〒120-0021 東京都足立区日ノ出町２７ 日の出町団地１号棟 １０３,0,,北千住駅,287.0,ChIJCbb7g9qPGGAReG6S-P6lvOU,AAPA 日の出町団地スタジオ,5.0,3.0,1.0,OK,49.15,★5.0(+20pt) | 口コミ3件(+0pt) | 駅近500m以内 | 複数記事候補×3 | primary_area=北千住
北千住のレンタルダンススタジオおすすめ,エリア,A,8,Dance Studio Broomstick,〒123-0873 東京都足立区扇２丁目２５-１ 扇橋会館 ８F,0,,扇大橋駅,59.0,ChIJ45wQeD2SGGARqBAQtRbYBEo,Dance Studio Broomstick,4.3,3.0,1.0,OK,48.35,★4.3(+17pt) | 口コミ3件(+0pt) | 駅近500m以内 | 複数記事候補×4 | primary_area=北千住
北千住のレンタルダンススタジオおすすめ,エリア,A,9,ココのスタジオ,〒123-0851 東京都足立区梅田６丁目３３-５ ＳＳＫグリーンパーク梅島駅前 801号室,0,,梅島駅,224.0,ChIJs1v1fACPGGARfhcqa2swAQE,ココのスタジオ,4.5,2.0,1.0,OK,45.1,★4.5(+18pt) | 口コミ2件(+0pt) | 駅近500m以内 | 複数記事候補×2 | primary_area=北千住
北千住のレンタルダンススタジオおすすめ,エリア,A,10,Brilliant Me Dance Studio 鹿浜校,〒123-0864 東京都足立区鹿浜７丁目１２-４,0,,西新井大師西駅,571.0,ChIJFfQwKCaSGGAR97UfciqZj_U,Brilliant Me Dance Studio 鹿浜校,5.0,2.0,1.0,OK,42.1,★5.0(+20pt) | 口コミ2件(+0pt) | 駅近1000m以内 | 複数記事候補×3 | primary_area=北千住
北千住のレンタルダンススタジオおすすめ,エリア,A,11,レンタルスタジオ Gスクエア,〒120-0036 東京都足立区千住仲町１-２,0,,北千住駅,855.0,ChIJvWjSLZuPGGARq3Q9EQIxpIs,レンタルスタジオ Gスクエア,4.3,6.0,1.0,OK,41.5,★4.3(+17pt) | 口コミ6件(+0pt) | 駅近1000m以内 | 複数記事候補×4 | primary_area=北千住
北千住のレンタルダンススタジオおすすめ,エリア,A,12,スタジオキャリコ,〒123-0842 東京都足立区栗原３丁目１０-１５ ＴＫＳ税理士ビル,0,,大師前駅,209.0,ChIJr2UfMu6RGGARSgAhBHt8v4Y,スタジオキャリコ,3.4,17.0,1.0,OK,41.45,★3.4(+14pt) | 口コミ17件(+1pt) | 駅近500m以内 | 複数記事候補×2 | primary_area=北千住
北千住のレンタルダンススタジオおすすめ,エリア,A,13,花柳 珠絃,〒123-0873 東京都足立区扇１丁目４４-３,0,,扇大橋駅,587.0,ChIJAQAAAAGSGGARY-FCOXo7-GE,花柳 珠絃,4.3,4.0,1.0,OK,35.4,★4.3(+17pt) | 口コミ4件(+0pt) | 駅近1000m以内 | primary_area=北千住
北千住のレンタルダンススタジオおすすめ,エリア,A,14,SIM STUDIO 西新井,〒123-0872 東京都足立区江北７丁目２７-６ ＩＥＰＪＡＰＡＮ,0,,西新井大師西駅,504.0,ChIJYwefjdGTGGARiTq8sAW6SKw,SIM STUDIO 西新井,2.6,5.0,1.0,OK,32.65,★2.6(+10pt) | 口コミ5件(+0pt) | 駅近1000m以内 | 複数記事候補×3 | primary_area=北千住
吉祥寺のレンタルダンススタジオおすすめ,エリア,A,1,MCSpace,〒167-0053 東京都杉並区西荻南２丁目２５-６ 西荻プラザビル B1F,0,,西荻窪駅,275.0,ChIJ25ACVAXuGGARDoQc57Z5OSY,MCSpace,4.9,17.0,1.0,OK,55.45,★4.9(+20pt) | 口コミ17件(+1pt) | 駅近500m以内 | 複数記事候補×6 | tag/station:吉祥寺
吉祥寺のレンタルダンススタジオおすすめ,エリア,A,2,クリエイティブスペース・フュージョン,〒167-0053 東京都杉並区西荻南３丁目２４-２４-１ 西荻マイロード 27,0,,西荻窪駅,141.0,ChIJfQa0MO_vGGARabp1zm6oNk0,クリエイティブスペース・フュージョン,5.0,1.0,1.0,OK,55.05,★5.0(+20pt) | 口コミ1件(+0pt) | 駅近500m以内 | 複数記事候補×6 | tag/station:吉祥寺
吉祥寺のレンタルダンススタジオおすすめ,エリア,A,3,吉祥寺ダンススタジオ【STUDIO55】スタジオゴーゴー,〒180-0004 東京都武蔵野市吉祥寺本町１丁目３３-１０ 丸二ビル,0,,吉祥寺駅,410.0,ChIJxYijTUfuGGARJjdKc0wlr58,吉祥寺ダンススタジオ【STUDIO55】スタジオゴーゴー,5.0,5.0,1.0,OK,53.25,★5.0(+20pt) | 口コミ5件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=吉祥寺
吉祥寺のレンタルダンススタジオおすすめ,エリア,A,4,吉祥寺 レンタルスタジオ LC Rental,〒180-0004 東京都武蔵野市吉祥寺本町１丁目２４-７ 吉祥寺光ビル 6F,0,,吉祥寺駅,146.0,ChIJbxk8e9_vGGARrI5IDHgrDfA,吉祥寺 レンタルスタジオ LC Rental,5.0,1.0,1.0,OK,53.05,★5.0(+20pt) | 口コミ1件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=吉祥寺
吉祥寺のレンタルダンススタジオおすすめ,エリア,A,5,早坂ダンススタジオ,〒180-0003 東京都武蔵野市吉祥寺南町２丁目６-１,0,,吉祥寺駅,178.0,ChIJNTh-XDjuGGARcibx7JP2CTA,早坂ダンススタジオ,5.0,1.0,1.0,OK,53.05,★5.0(+20pt) | 口コミ1件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=吉祥寺
吉祥寺のレンタルダンススタジオおすすめ,エリア,A,6,[吉祥寺ダンススタジオ] Studio Amrita NORTH,〒180-0004 東京都武蔵野市吉祥寺本町２丁目５-１０ いちご吉祥寺ビル B1,0,,吉祥寺駅,436.0,ChIJ__-PqkjuGGARKuk9YipwnuU,Studio Amrita NORTH スタジオアムリタノース・吉祥寺レンタルスタジオ,4.7,6.0,0.5,OK,52.1,★4.7(+19pt) | 口コミ6件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=吉祥寺
吉祥寺のレンタルダンススタジオおすすめ,エリア,A,7,ノアスタジオ 吉祥寺店,〒180-0004 東京都武蔵野市吉祥寺本町２丁目１６-１２ B１F,0,,吉祥寺駅,406.0,ChIJBz12J6XvGGARyrrl4J_nleE,ノアスタジオ 吉祥寺店,4.5,11.0,1.0,OK,51.55,★4.5(+18pt) | 口コミ11件(+1pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=吉祥寺
吉祥寺のレンタルダンススタジオおすすめ,エリア,A,8,LIMITED Creaation. dance studio,〒180-0004 東京都武蔵野市１丁目２４-７ 吉祥寺光ビル 6F 吉祥寺,0,,吉祥寺駅,146.0,ChIJ4-SpTbjvGGARvOr_AgkaDEk,LIMITED Creaation. dance studio,4.5,2.0,1.0,OK,51.1,★4.5(+18pt) | 口コミ2件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=吉祥寺
吉祥寺のレンタルダンススタジオおすすめ,エリア,A,9,吉祥寺スタジオ・レダ,〒180-0002 東京都武蔵野市吉祥寺東町１丁目１１-１８ Ｍビル 2F,0,,吉祥寺駅,430.0,ChIJy-F7OkfuGGAR3JmOIR39OKQ,吉祥寺スタジオ・レダ,4.1,26.0,1.0,OK,50.7,★4.1(+16pt) | 口コミ26件(+1pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=吉祥寺
吉祥寺のレンタルダンススタジオおすすめ,エリア,A,10,吉祥寺レンタルスペース[Studio Amrita WEST],"吉祥寺藤彩ビル B1, ２丁目-１７-１２ 吉祥寺本町 武蔵野市 東京都 180-0004",0,,吉祥寺駅,353.0,ChIJb33ZHUnuGGARe6pYPmFIF4Q,Studio Amrita WEST スタジオアムリタウエスト・吉祥寺レンタルスペース,4.1,7.0,0.471,OK,49.75,★4.1(+16pt) | 口コミ7件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=吉祥寺
吉祥寺のレンタルダンススタジオおすすめ,エリア,A,11,吉祥寺 三鷹 モリノスタジオ,〒181-0013 東京都三鷹市下連雀１丁目１７-４ GRATO井の頭公園 2F,0,,三鷹駅,923.0,ChIJCcKoZzXuGGARgaI_VSONBtE,吉祥寺 三鷹 モリノスタジオ,5.0,8.0,1.0,OK,48.4,★5.0(+20pt) | 口コミ8件(+0pt) | 駅近1000m以内 | 複数記事候補×6 | tag/station:吉祥寺
吉祥寺のレンタルダンススタジオおすすめ,エリア,A,12,emotionS Dance Studio,〒180-0006 東京都武蔵野市中町１丁目２５-１０ 三祐ビル B1F,0,,三鷹駅,220.0,ChIJdSk0IrDvGGARKNNJyHs3nEU,emotionS Dance Studio,3.0,2.0,1.0,OK,47.1,★3.0(+12pt) | 口コミ2件(+0pt) | 駅近500m以内 | 複数記事候補×6 | primary_area=吉祥寺
吉祥寺のレンタルダンススタジオおすすめ,エリア,A,13,レンタルスタジオOLI（オリ） 三鷹 ［定員30名 教室レッスン、スポットレンタルできます］,〒180-0013 東京都武蔵野市西久保２丁目１-１０ Ｙ’Ｓビル B１ ワイズビル,0,,三鷹駅,628.0,ChIJAdK3eJ_vGGARBhLim9Ju-tE,レンタルスタジオOLI（オリ） 三鷹 ［定員30名 教室レッスン、スポットレンタルできます］,5.0,2.0,1.0,OK,46.1,★5.0(+20pt) | 口コミ2件(+0pt) | 駅近1000m以内 | 複数記事候補×5 | primary_area=吉祥寺
吉祥寺のレンタルダンススタジオおすすめ,エリア,A,14,ダンススペース ベースオントップ吉祥寺店,〒180-0004 東京都武蔵野市吉祥寺本町１丁目２０-３ B1F,0,,吉祥寺駅,326.0,ChIJG7Jx3v_vGGARW-OR60jiaXo,ダンススペース ベースオントップ吉祥寺店,3.0,6.0,1.0,OK,45.3,★3.0(+12pt) | 口コミ6件(+0pt) | 駅近500m以内 | 複数記事候補×5 | primary_area=吉祥寺
後楽園のレンタルダンススタジオおすすめ,エリア,A,1,スタジオピアーチェ江戸川橋店,東京都文京区水道2-10-7エクセルビル地下一階,1,https://dance-studio-lab.com/room/NWM3NGU4NjAtNTU5MS00NzUyLTg5ZTQtZWM3NGYwZTliOGZj/detail,江戸川橋駅,141.0,ChIJq6olm6qNGGARlAx7jgvIXJY,スタジオピアーチェ 江戸川橋店,3.8,9.0,1.0,OK,146.65,提携 | ★3.8(+15pt) | 口コミ9件(+0pt) | 駅近500m以内 | 複数記事候補×4 | primary_area=後楽園
後楽園のレンタルダンススタジオおすすめ,エリア,A,2,スタジオピアーチェ春日後楽園店,東京都文京区春日2丁目23番11号　コア伝通院アネックス地下一階,1,https://dance-studio-lab.com/room/MGRlMzFmOGEtODQ5Ni00YjlkLTliNzktNWRmYmI0NzkwM2Q0/detail,後楽園駅,679.0,ChIJaQUEXQCNGGAR4e3zKrexZ3E,スタジオピアーチェ後楽園,1.0,1.0,0.889,OK,124.05,提携 | ★1.0(+4pt) | 口コミ1件(+0pt) | 駅近1000m以内 | 複数記事候補×2 | primary_area=後楽園
後楽園のレンタルダンススタジオおすすめ,エリア,A,3,レンタルスペース リノスペcamp東京ドーム,〒101-0061 東京都千代田区神田三崎町２丁目１２-５ ニュー千代田ビル 3F-A,0,,水道橋駅,167.0,ChIJT0Df6o6NGGARZOXAyL5q-bg,レンタルスペース リノスペcamp東京ドーム,4.7,23.0,1.0,OK,54.95,★4.7(+19pt) | 口コミ23件(+1pt) | 駅近500m以内 | 複数記事候補×6 | tag/station:後楽園
後楽園のレンタルダンススタジオおすすめ,エリア,A,4,alt studio (オルトスタジオ),〒101-0051 東京都千代田区神田神保町１丁目64-３ 神保町ビル 6F,0,,神保町駅,327.0,ChIJI5qKQX2NGGARXk6A8O7Zcfs,レコーディングスタジオ「alt studio」,4.7,3.0,0.45,OK,53.95,★4.7(+19pt) | 口コミ3件(+0pt) | 駅近500m以内 | 複数記事候補×6 | tag/station:後楽園
