room_id,room_name,room_studio_id,room_square_meters,room_bamiri,room_shoot_flg,room_floor_color,room_wall_color,room_floor_quality,room_mirror,room_smartphone_holder_flg,room_free_smartphone_tripod_flg,room_free_camera_tripod_flg,room_created_at,room_updated_at,room_uuid,room_ceiling,room_free_lighting_flg,room_paid_lighting_flg,room_free_wifi_flg,room_speaker_bluetooth_flg,room_speaker_wired_flg,room_bamiri_flg,room_air_conditioner_flg,room_power_outlet_flg,room_dressing_room_flg,room_toilet_flg,room_ballet_bar_flg,room_vending_machine_flg,room_chair_flg,room_slipper_flg,room_extension_cord_flg,room_yoga_mat_flg,room_window_flg,room_tv_flg,room_projection_monitor_flg,room_clothes_rack_flg,room_main_images,room_floor_plan_images,room_sub_images,room_published_at,room_subject_reserve,room_message_reserve,room_introduction,room_google_calendar_id,room_image_360_degree_url,room_reservation_deadline_time,room_reservable_period_month,room_cleaning_time,room_paid_smartphone_tripod_flg,room_paid_camera_tripod_flg,studio_id,studio_name,studio_address,studio_message_reserve,studio_created_at,studio_updated_at,studio_owner_id,studio_uuid,studio_reserve_type,studio_url,studio_phone_number,studio_published_at,studio_subject_reserve,studio_catchphrase,studio_available_on_site,studio_mon_start_time,studio_mon_end_time,studio_mon_hol_flg,studio_tue_start_time,studio_tue_end_time,studio_tue_hol_flg,studio_wed_start_time,studio_wed_end_time,studio_wed_hol_flg,studio_thu_start_time,studio_thu_end_time,studio_thu_hol_flg,studio_fri_start_time,studio_fri_end_time,studio_fri_hol_flg,studio_sat_start_time,studio_sat_end_time,studio_sat_hol_flg,studio_sun_start_time,studio_sun_end_time,studio_sun_hol_flg,studio_partner_flg,studio_csv_id,dslurl
"26","ルーム１０１","8",,,"f",,,,,"f","f","f","2025-03-20 12:37:39.797927","2025-03-20 12:37:39.797927","d5fd5479-18dd-466f-b716-eb9fe4f1211f",,"f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f",,,,,,,"",,"","0","6","0",,,"8","【TEST】","東京都新宿区ダミー","","2024-12-22 04:36:10.138034","2025-12-25 00:42:28.266749","7","dbea88e6-4ac4-4f2c-9dad-82d3f7360ea4","0",,"",,"","広くて綺麗なスタジオです","f","10:00:00","18:00:00","f","10:00:00","18:00:00","f","10:00:00","18:00:00","f","10:00:00","18:00:00","f","10:00:00","18:00:00","f","10:00:00","18:00:00","f","10:00:00","18:00:00","f","t",,"https://dance-studio-lab.com/room/ZDVmZDU0NzktMThkZC00NjZmLWI3MTYtZWI5ZmU0ZjEyMTFm/detail"
"9","1st ","9","111.4","6","t","2","0","1","1","f","t","f","2024-12-26 21:36:42.096007","2026-03-02 19:40:28.063236","5747ec74-9baf-448c-a917-93c93ccb7bd7","0","f","f","t","f","t","f","t","t","t","t","t","t","t","f","f","t","f","f","f","f","[""1dd7683b3d938fda1c4b73ec5744c178(2).jpg""]","[""12ddc3965d0924fed61de460e70da21b(2).jpg""]","[""cc4bc2b9c4abaf30c333bfb1d116aefc(2).jpg"",""5c47ac6a1562b699a65098b376757462(2).jpg"",""4cc2efaba845189ea952b3150a94beb3(2).jpg""]","2026-03-02 19:40:27.978927","予約完了のお知らせ","ご予約ありがとうございました。

＝＝＝＝＝＝＝＝＝
スタジオ内Wi-Fi
ID:BUZZ_fukuokahonten
PASS:buzz88888
＝＝＝＝＝＝＝＝＝

【重要】
22:00-7:30はビル正面入り口が施錠されます。
⚠エレベーターは一番左のみ使用可能です。

※建物入り口※
[事前準備]
BUZZ公式LINEを登録する。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

[当日22:00～7:30]
1)右手の小道から裏口に回る。
2)BUZZ公式LINEのリッチメニューから「解錠」をタップ
3)「BUZZ福岡本店」→「BUZZ福岡本店裏口テンキー」の順にタップ
4)裏口のテンキーに表示された番号を入力して解錠


※各部屋内※
4)「BUZZ福岡本店」→「ご利用のお部屋」を選択後、「解錠する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。

※スタジオご利用に関するお願い※

・ゴミの持ち帰り
・退室前の簡単な清掃
・音量を上げすぎない
・スタジオ周辺でたむろしない、騒がない

これらを守って皆様が気持ちよくご利用頂けるようご協力よろしくお願いいたします。
ホームページに記載の利用規約をご確認くださいませ。


※路上駐車注意表記※
近頃、隣接ビルの敷地内にBUZZご利用者の送迎車の無断侵入が確認されております。
当ビルまたは近隣建物への駐停車は他テナントの迷惑となるため禁止です。
近隣駐車場をご利用ください。（HP下部近隣駐車場「特P」リンク参照）
ご予約者様はご自身のみならず、【ご利用者様全員】への周知徹底をお願いいたします
。

","【BUZZ最大👑110㎡】ハイクオリティな超大型スタジオ!!WS/撮影/リハなど✨","178","","0","2","0","f","f","9","BUZZ福岡本店","福岡県福岡市中央区渡辺通5丁目13−11天神渡辺通ビル　2階","","2024-12-26 13:49:16.700394","2025-12-25 00:42:28.317494","16","b3035dd5-4c80-42f5-be32-d523bbf28353","1",,"","2025-08-31 20:59:48.253225","","【BUZZ最大👑110㎡】防音室完備！設備充実のハイクオリティスタジオ　全12部屋","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","t",,"https://dance-studio-lab.com/room/NTc0N2VjNzQtOWJhZi00NDhjLWE5MTctOTNjOTNjY2I3YmQ3/detail"
"10","Ast","12","60.3","4.5","t","2","0","2","1","f","t","f","2024-12-29 20:10:55.891667","2026-03-02 19:34:15.298218","bce3df4c-4b42-4e88-9896-6685db3bf78f",,"f","f","t","f","t","f","t","t","t","t","f","t","t","f","f","f","f","f","f","t","[""c29748e4980a7907101454b551679f8d(2).jpg""]","[""9ccbd811feb9a76f2b4178d325269471(2).jpg""]","[""ea552fd356ba088f6e9b3794bfcbfca7(2).jpg"",""6534105864e55927fe33175deaab475f(2).jpg"",""5acf12db3c5495294fe76ddb0c3005c1(2).jpg"",""1ef4be31a4caa27f491b3050d76b6ab8(2).jpg"",""6bcf6711748e8ee58961f8cc6e79260a(2).jpg""]","2026-03-02 19:34:15.167895","予約完了のお知らせ","ご予約ありがとうございました。

【厳守】
建物入り口屯禁止
行為を見つけた場合、警察へ通報されます。
ご注意ください。

＝＝＝＝＝＝＝＝＝
スタジオ内Wi-Fii
ID:BUZZ_miyashita
パスワード:buzz88888
＝＝＝＝＝＝＝＝＝

※必読※
入室時スマートロックによる解除が始まりました。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

【 解錠の流れ 】
①事前にBUZZ公式LINEを登録する。
②当日、LINEのリッチメニューに表示されます「開錠」ボタンよりご利用の店舗を選択後、「解除する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。

※スタジオご利用に関するお願い※
ゴミの持ち帰りと簡単な清掃を行ってください。
また、隣のスタジオに音が響きますのでオーディオをご利用の際には音量を上げすぎないようご注意ください。
皆様が気持ちよくご利用頂けるようご協力よろしくお願いいたします。
","【渋谷最大60㎡超え】LED完備・高音質スピーカー・鏡面約8ｍ　設備もこだわりのスペシャルスタジオ誕生✨","109","https://view.ricoh360.com/a771de61-596c-47db-a335-2c800ef9f497","0","2","0","f","f","12","BUZZ渋谷宮下PARK","東京都渋谷区神宮前6-18-10海老名ビル地下1階","","2024-12-29 20:06:12.680566","2025-12-25 00:42:28.311756","16","67d1c7e8-ba5a-4bf1-97a4-ca1ec1cee17a","1",,"","2025-11-01 10:11:46.702367","","【最大60㎡】大小様々な用途に合わせた3部屋！","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","t",,"https://dance-studio-lab.com/room/YmNlM2RmNGMtNGI0Mi00ZTg4LTk4OTYtNjY4NWRiM2JmNzhm/detail"
"11","1st ","13","80.1","5","t","2","1","1","1","f","t","f","2024-12-29 20:20:37.303777","2026-03-02 17:37:20.343215","27f0cdee-dfcb-4be1-b3f7-9346bf6c964f",,"f","f","t","f","t","f","t","t","t","t","f","t","t","f","f","f","f","f","f","t","[""847293ab4a9e717d451091981c7f1b01(2).jpg""]","[""dcf1c01dac5d94710bb4eae09794a03c(2).jpg""]","[""dedd6fab5c9cb7d456f82effbfc7e6bf(2).jpg"",""0b1acb593c46b66923b67c307007fe8b(2).jpg"",""de15350efc544ce04f4b0f4dbcd950d8(2).jpg"",""c828a64e15f83c2630563ddb839c8a15(2).jpg"",""a6fd8137dc07b0f65ec4498d137dcfa8(2).jpg""]","2026-03-02 17:37:20.303086","予約完了のお知らせ","ご予約ありがとうございました。


【厳守】
建物入り口屯禁止
行為を見つけた場合、警察へ通報されます。
ご注意ください。

＝＝＝＝＝＝＝＝＝
スタジオ内Wi-Fii
ID：BUZZ_bayside
PASS：buzz88888
＝＝＝＝＝＝＝＝＝

※必読※
入室時スマートロックによる解除が始まりました。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

【 解錠の流れ 】
①事前にBUZZ公式LINEを登録する。
②当日、LINEのリッチメニューに表示されます「開錠」ボタンよりご利用の店舗を選択後、「解除する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。

※スタジオご利用に関するお願い※
ゴミの持ち帰りと簡単な清掃を行ってください。
また、隣のスタジオに音が響きますのでオーディオをご利用の際には音量を上げすぎないようご注意ください。
皆様が気持ちよくご利用頂けるようご協力よろしくお願いいたします。


","【完全防音】『80㎡　大型リハスタ誕生！』高音質スピーカー完備、鏡面9m✨","190","https://view.ricoh360.com/f248db18-e11e-48f5-a188-fbd13644f27b","0","2","0","f","f","13","BUZZ BAYSIDE(浜松町)","東京都港区浜松町2-7-15　日本工知築第2号館地下１階","","2024-12-29 20:15:11.1221","2025-12-25 00:42:28.305874","16","05b391e9-2292-4c42-87c3-f5f47f350aeb","1",,"","2025-11-01 10:13:09.199471","","【最大80㎡】大小様々な用途に合わせた3部屋！","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","t",,"https://dance-studio-lab.com/room/MjdmMGNkZWUtZGZjYi00YmUxLWIzZjctOTM0NmJmNmM5NjRm/detail"
"12","1st ","14","30","3.5","t","2","2","2","1","f","t","f","2024-12-29 20:34:50.765929","2026-04-01 23:34:35.362586","9e9f3b42-9cee-43ae-af7a-a3a4627fc8b1",,"f","f","t","f","t","f","t","t","t","t","f","t","t","f","f","f","f","f","f","t","[""f049e84a6679d6500af54f5d608b6fce.jpg""]","[""ad0162a304ac80bcfa7eb938b5486f9f.jpg""]","[""d2d0fe7153ffe84027a9b454211b56bb.jpg"",""7ae792698e37ca9e85050322a736f60f.jpg"",""72193a9eb56d7786f304528eab3132d6.jpg""]","2026-04-01 23:34:35.308769","予約完了のお知らせ","ご予約ありがとうございました。

＝＝＝＝＝＝＝＝＝
スタジオ内Wi-Fii
ID：BUZZ_minamiikebukuro_1
PASS：buzz88888
＝＝＝＝＝＝＝＝＝

※必読※
入室時スマートロックによる解除が始まりました。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

【 解錠の流れ 】
①事前にBUZZ公式LINEを登録する。
②当日、LINEのリッチメニューに表示されます「開錠」ボタンよりご利用の店舗を選択後、「解除する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。

※スタジオご利用に関するお願い※
ゴミの持ち帰りと簡単な清掃を行ってください。
また、隣のスタジオに音が響きますのでオーディオをご利用の際には音量を上げすぎないようご注意ください。
皆様が気持ちよくご利用頂けるようご協力よろしくお願いいたします。

","【モダンテイストROOM】奥行◎使いやすい中型スタジオ！","136","https://view.ricoh360.com/7beee7a9-3764-4472-8ddc-549472b90059","0","2","0","f","f","14","BUZZ南池袋","東京都豊島区南池袋 3丁目18−37　ベストフレンドビル","","2024-12-29 20:27:40.449908","2025-12-25 00:42:28.323469","16","53b9b1f2-ff57-4277-94cf-b20671aa7346","1",,"","2025-11-01 10:13:53.206868","","【コスパ最強!!30分150円～】撮影映えに特化したスタジオも✨全11部屋","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","t",,"https://dance-studio-lab.com/room/OWU5ZjNiNDItOWNlZS00M2FlLWFmN2EtYTNhNDYyN2ZjOGIx/detail"
"13","10st","14","30","3.5","t","2","2","2","1","f","t","f","2024-12-29 20:39:30.515444","2026-04-01 23:32:51.077031","3251d3b8-70b0-459d-8f1b-6457dcc1285b",,"f","f","t","f","t","f","t","t","t","t","f","t","t","f","f","f","f","f","f","t","[""e92a2b4d7421154237597e8f4553d540.jpg""]","[""95d6873dbf8f2449768ef3485b4bf04d.jpg""]","[""cb1f126a300d96817825c35c5c7b58a2.jpg"",""8b1b788bb176d53eb6b25e9c3df090c1.jpg"",""e72924d5e3656c5007cc2a37939b7e99.jpg"",""c8f3ef44c2cf1e200209d2f243052149.jpg""]","2026-04-01 23:32:51.014681","予約完了のお知らせ","ご予約ありがとうございました。

＝＝＝＝＝＝＝＝＝
スタジオ内Wi-Fii
ID：BUZZ_minamiikebukuro_4
PASS：buzz88888
＝＝＝＝＝＝＝＝＝

※必読※
入室時スマートロックによる解除が始まりました。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

【 解錠の流れ 】
①事前にBUZZ公式LINEを登録する。
②当日、LINEのリッチメニューに表示されます「開錠」ボタンよりご利用の店舗を選択後、「解除する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。

※スタジオご利用に関するお願い※
ゴミの持ち帰りと簡単な清掃を行ってください。
また、隣のスタジオに音が響きますのでオーディオをご利用の際には音量を上げすぎないようご注意ください。
皆様が気持ちよくご利用頂けるようご協力よろしくお願いいたします。

","【💚POPでCUTEなお部屋💚】使いやすい中型スタジオ！","135","https://view.ricoh360.com/48f71b6f-78c3-4f50-a792-defb039babc1","0","2","0","f","f","14","BUZZ南池袋","東京都豊島区南池袋 3丁目18−37　ベストフレンドビル","","2024-12-29 20:27:40.449908","2025-12-25 00:42:28.323469","16","53b9b1f2-ff57-4277-94cf-b20671aa7346","1",,"","2025-11-01 10:13:53.206868","","【コスパ最強!!30分150円～】撮影映えに特化したスタジオも✨全11部屋","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","t",,"https://dance-studio-lab.com/room/MzI1MWQzYjgtNzBiMC00NTlkLThmMWItNjQ1N2RjYzEyODVi/detail"
"14","11st","14","30","3.5","t","2","2","2",,"f","t","f","2024-12-29 20:43:14.013753","2026-04-01 23:33:53.065052","10cd151e-1787-4788-90ad-7b99c89705c8",,"f","f","t","f","t","f","t","t","t","t","f","t","f","f","f","f","f","f","f","t","[""8d8a05c4780b6a291663163702c0f520(2).jpg""]","[""6fc7b600a7d5a0b77041096bd4318578(2).jpg""]","[""0201d7cabdd5fa5b140e98c7b901b266(2).jpg"",""df9fa96768d4f15a83d5507886a94450(2).jpg"",""ee3bd202a54b55d4eff8b76f8c30d6c9(2).jpg"",""19ec8ad20f1dc1e94a3e63ab26d7d974(2).jpg""]","2026-04-01 23:33:53.012915","予約完了のお知らせ","ご予約ありがとうございました。

＝＝＝＝＝＝＝＝＝
スタジオ内Wi-Fii
ID：BUZZ_minamiikebukuro_5
PASS：buzz88888
＝＝＝＝＝＝＝＝＝

※必読※
入室時スマートロックによる解除が始まりました。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

【 解錠の流れ 】
①事前にBUZZ公式LINEを登録する。
②当日、LINEのリッチメニューに表示されます「開錠」ボタンよりご利用の店舗を選択後、「解除する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。

※スタジオご利用に関するお願い※
ゴミの持ち帰りと簡単な清掃を行ってください。
また、隣のスタジオに音が響きますのでオーディオをご利用の際には音量を上げすぎないようご注意ください。
皆様が気持ちよくご利用頂けるようご協力よろしくお願いいたします。

","【STREET風コンセプトROOM】使いやすい中型スタジオ！","216","https://view.ricoh360.com/60195572-f21c-44ad-825c-75d3c7f3f6b0","0","2","0","f","f","14","BUZZ南池袋","東京都豊島区南池袋 3丁目18−37　ベストフレンドビル","","2024-12-29 20:27:40.449908","2025-12-25 00:42:28.323469","16","53b9b1f2-ff57-4277-94cf-b20671aa7346","1",,"","2025-11-01 10:13:53.206868","","【コスパ最強!!30分150円～】撮影映えに特化したスタジオも✨全11部屋","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","t",,"https://dance-studio-lab.com/room/MTBjZDE1MWUtMTc4Ny00Nzg4LTkwYWQtN2I5OWM4OTcwNWM4/detail"
"15","2st","15","19.5","2","t","0","0","2","1","t","t","f","2024-12-29 20:50:38.381283","2026-03-02 19:43:29.563778","f98a8d42-d288-414e-8648-a81d52b81246",,"f","f","t","t","t","f","t","t","t","t","f","t","t","f","f","f","f","f","f","t","[""8c595af2184d989748208605e8674540.jpg""]","[""91b5bc29fd97529bf2c9c86096c60e8e.jpg""]","[""84e6f7e843bb2064824c3348c8e63dbd.jpg""]","2026-03-02 19:43:29.501986",,,"【LED照明あり✨】マンツーマンレッスンや個人練習に！","134","https://view.ricoh360.com/13432b57-8e73-4854-9ba8-2ab5602508d5","0","2","0","f","f","15","BUZZ竹ノ塚","東京都足立区伊興３丁目18-19NYビル3階","ご予約ありがとうございました。

※必読※
入室時スマートロックによる解除が始まりました。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

【 解錠の流れ 】
①事前にBUZZ公式LINEを登録する。
②当日、LINEのリッチメニューに表示されます「開錠」ボタンよりご利用の店舗を選択後、「解除する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）


＝＝＝＝＝＝＝＝＝
スタジオ内  Wi-Fi
ID:BUZZ_takenotsuka
pw:buzz88888
＝＝＝＝＝＝＝＝＝

※お願い※
・ゴミの持ち帰り
・退室前の簡単な清掃
・音量を上げすぎない
・スタジオ周辺でたむろしない、騒がない
これらを守って皆様が気持ちよくご利用頂けるようご協力よろしくお願いいたします。
ホームページに記載の利用規約をご確認くださいませ。

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。

","2024-12-29 20:46:02.134813","2025-12-25 00:42:28.563954","16","87e882f7-043e-41ca-ba69-ea8049a73ca7","1",,"","2025-11-01 10:14:20.80338","予約完了のお知らせ","【格安!!30分450円～】コスパ最強スタジオ✨","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","t",,"https://dance-studio-lab.com/room/Zjk4YThkNDItZDI4OC00MTRlLTg2NDgtYTgxZDUyYjgxMjQ2/detail"
"28","1st","15","18.5","2","t","0","0","2","1","t","t","f","2025-03-25 13:34:53.238734","2026-03-02 19:42:01.32663","efe229db-c795-4f56-8e1b-5413ea899dd4",,"f","f","t","t","f","f","t","t","f","t","f","f","t","f","f","f","f","f","f","f","[""40f236849a1b2f00d76f38e3075e480f(2).jpg""]","[""e945f4e27cbf5f63f0bd7bfaec8ff88e(2).jpg""]","[""2b700fc35dc3925b9fd80ae5be24d9da(2).jpg""]","2026-03-02 19:42:01.265494",,,"【LED照明あり✨】マンツーマンレッスンや個人練習に！","133","","0","2","0","f","f","15","BUZZ竹ノ塚","東京都足立区伊興３丁目18-19NYビル3階","ご予約ありがとうございました。

※必読※
入室時スマートロックによる解除が始まりました。
▼BUZZ公式LINE
https://lin.ee/qHq8BQ7

【 解錠の流れ 】
①事前にBUZZ公式LINEを登録する。
②当日、LINEのリッチメニューに表示されます「開錠」ボタンよりご利用の店舗を選択後、「解除する」をタップして解錠ください。
（順次設置となるため、まだ解錠が必要ない店舗もございます。その場合は解錠せずにご入店ください。未設定の店舗はエラー表記となります。）


＝＝＝＝＝＝＝＝＝
スタジオ内  Wi-Fi
ID:BUZZ_takenotsuka
pw:buzz88888
＝＝＝＝＝＝＝＝＝

※お願い※
・ゴミの持ち帰り
・退室前の簡単な清掃
・音量を上げすぎない
・スタジオ周辺でたむろしない、騒がない
これらを守って皆様が気持ちよくご利用頂けるようご協力よろしくお願いいたします。
ホームページに記載の利用規約をご確認くださいませ。

【注意】
置き引きにご注意ください。
スタジオを離れる際は貴重品を肌身離さずお持ちください。
お客様のご理解とご協力をお願いいたします。
※スタジオ内での盗難等については責任を負いかねます。

","2024-12-29 20:46:02.134813","2025-12-25 00:42:28.563954","16","87e882f7-043e-41ca-ba69-ea8049a73ca7","1",,"","2025-11-01 10:14:20.80338","予約完了のお知らせ","【格安!!30分450円～】コスパ最強スタジオ✨","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","06:00:00","06:00:00","f","t",,"https://dance-studio-lab.com/room/ZWZlMjI5ZGItYzc5NS00ZjU2LThlMWItNTQxM2VhODk5ZGQ0/detail"
"45","レンタルスタジオAivic池袋東口1号店","16","31","3.5","t","2","0",,"2","t","t","f","2025-05-16 01:55:51.446491","2026-04-10 20:21:05.907434","e5505d44-f536-41db-aa07-e97a85b4c451",,"f","f","t","t","f","f","t","t","t","t","f","f","t","t","f","t","t","f","f","t","[""98aa21b26060153f62c9a4ab2f40866c(2).jpg""]","[""57fff6379fd7ba376cbb2ed3e0e1d091.jpg""]",,"2026-04-10 20:21:05.832089",,,"【池袋駅東口7分】綺麗で広いスタジオでダンス・ヨガ・ピラティス・演劇・撮影などにおすすめ☆","38","","0","6","0","f","f","16","レンタルスタジオAivic池袋東口1号店","東京都豊島区東池袋3-11-9 三島ビル501","「レンタルスタジオAivic池袋東口1号店」の当日のご利用方法についてご案内いたします。

【住所】
豊島区東池袋3-11-9 三島ビル501
【Google map】
https://x.gd/Mc8Uq
【スペースまでの道順】
https://x.gd/D87Dr
※当スペースは5階ですが、エレベーターがない点ご了承ください。

【開錠・施錠方法】
お部屋の鍵は予約時間に合わせてスタッフが開けておりますので、カギは不要でそのままご入室いただけます。
施錠も弊社メンバーが行いますので不要です。扉を閉めて、そのままご退室ください。
※玄関扉が閉まりにくい場合がありますので手前に強めに引いて閉めてください。

【注意事項】
※時間前の入室は不可です。利用開始時間以降の入室にご協力お願いします。
※ご予約の直前まで他の利用者のご予約が入っている場合があります。
前の利用者が居ないことを確認してから入室してください。","2024-12-30 00:52:03.105752","2026-04-08 20:50:44.295689","325","633bc96c-9cb4-4d5a-895a-d1d74ba9bcfa","1",,"05018095013","2026-04-08 20:50:44.278842","「レンタルスタジオAivic池袋東口1号店」のご予約ありがとうございます！","【池袋駅東口7分】綺麗で広いスタジオでダンス・ヨガ・ピラティス・演劇・撮影などにおすすめ☆","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","00:00:00","00:00:00","f","t",,"https://dance-studio-lab.com/room/ZTU1MDVkNDQtZjUzNi00MWRiLWFhMDctZTk3YTg1YjRjNDUx/detail"
