station_id,station_group_id,station_name,area,prefecture,city,ward_or_city,address,latitude,longitude,lines,companies,line_count,importance_rank,importance_score,source,has_article,article_studio_count,article_priority,article_area_link,article_internal_links
1130310,1130310,武蔵溝ノ口,武蔵溝ノ口,神奈川県,川崎市,川崎市高津区,川崎市高津区溝口,35.599534,139.610788,JR南武線|東急大井町線|東急田園都市線,JR東日本|東急電鉄,3,C,24,駅データ.jp,1,6,C,武蔵溝ノ口のレンタルダンススタジオおすすめ,武蔵溝ノ口のレンタルダンススタジオおすすめ|武蔵小杉駅のレンタルダンススタジオおすすめ|日吉駅のレンタルダンススタジオおすすめ|多摩川駅のレンタルダンススタジオおすすめ|調布駅のレンタルダンススタジオおすすめ|川崎駅のレンタルダンススタジオおすすめ|渋谷駅のレンタルダンススタジオおすすめ|五反田駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130320,1130320,府中本町,府中本町,東京都,府中市,府中市,府中市本町１丁目,35.665766,139.477142,JR南武線|JR武蔵野線,JR東日本,2,C,23,駅データ.jp,1,2,D,府中本町のレンタルダンススタジオおすすめ,府中本町のレンタルダンススタジオおすすめ|東府中駅のレンタルダンススタジオおすすめ|国分寺駅のレンタルダンススタジオおすすめ|西国分寺駅のレンタルダンススタジオおすすめ|立川駅のレンタルダンススタジオおすすめ|京王多摩センター駅のレンタルダンススタジオおすすめ|高幡不動駅のレンタルダンススタジオおすすめ|調布駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130325,1130325,立川,立川,東京都,立川市,立川市,東京都立川市曙町二丁目1-1,35.698202,139.413704,JR中央本線(東京～塩尻)|JR中央線(快速)|JR南武線|JR青梅線,JR東日本,4,A,60,駅データ.jp,1,13,A,立川のレンタルダンススタジオおすすめ,立川のレンタルダンススタジオおすすめ|日野駅のレンタルダンススタジオおすすめ|高幡不動駅のレンタルダンススタジオおすすめ|西国分寺駅のレンタルダンススタジオおすすめ|国分寺駅のレンタルダンススタジオおすすめ|拝島駅のレンタルダンススタジオおすすめ|府中本町駅のレンタルダンススタジオおすすめ|八王子駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130401,1130401,鶴見,鶴見,神奈川県,横浜市,横浜市鶴見区,横浜市鶴見区鶴見中央,35.507935,139.676674,JR京浜東北線|JR鶴見線|京急本線,JR東日本|京急電鉄,3,C,24,駅データ.jp,1,0,C,鶴見のレンタルダンススタジオおすすめ,鶴見のレンタルダンススタジオおすすめ|川崎駅のレンタルダンススタジオおすすめ|横浜駅のレンタルダンススタジオおすすめ|蒲田駅のレンタルダンススタジオおすすめ|新横浜駅のレンタルダンススタジオおすすめ|日吉駅のレンタルダンススタジオおすすめ|東神奈川駅のレンタルダンススタジオおすすめ|武蔵小杉駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130503,1130503,西国分寺,西国分寺,東京都,国分寺市,国分寺市,国分寺市西恋ケ窪２丁目,35.699744,139.465994,JR中央線(快速)|JR武蔵野線,JR東日本,2,C,23,駅データ.jp,1,5,C,西国分寺のレンタルダンススタジオおすすめ,西国分寺のレンタルダンススタジオおすすめ|立川駅のレンタルダンススタジオおすすめ|府中本町駅のレンタルダンススタジオおすすめ|小平駅のレンタルダンススタジオおすすめ|東府中駅のレンタルダンススタジオおすすめ|高松駅のレンタルダンススタジオおすすめ|東村山駅のレンタルダンススタジオおすすめ|高幡不動駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130508,1130508,北朝霞,北朝霞,埼玉県,朝霞市,朝霞市,朝霞市浜崎１丁目,35.814902,139.587255,JR武蔵野線|東武東上線,JR東日本|東武鉄道,2,C,23,駅データ.jp,1,0,D,北朝霞のレンタルダンススタジオおすすめ,北朝霞のレンタルダンススタジオおすすめ|和光市駅のレンタルダンススタジオおすすめ|成増駅のレンタルダンススタジオおすすめ|浦和駅のレンタルダンススタジオおすすめ|下赤塚駅のレンタルダンススタジオおすすめ|大宮駅のレンタルダンススタジオおすすめ|練馬駅のレンタルダンススタジオおすすめ|さいたま新都心駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130513,1130513,東川口,東川口,埼玉県,川口市,川口市,川口市戸塚１丁目,35.875728,139.744034,JR武蔵野線|埼玉高速鉄道線,JR東日本|埼玉高速鉄道,2,C,23,駅データ.jp,1,0,D,東川口のレンタルダンススタジオおすすめ,東川口のレンタルダンススタジオおすすめ|南越谷駅のレンタルダンススタジオおすすめ|浦和駅のレンタルダンススタジオおすすめ|さいたま新都心駅のレンタルダンススタジオおすすめ|大宮駅のレンタルダンススタジオおすすめ|赤羽駅のレンタルダンススタジオおすすめ|春日部駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130514,1130514,南越谷,南越谷,埼玉県,越谷市,越谷市,越谷市南越谷１丁目,35.875646,139.790202,JR武蔵野線|東武伊勢崎線,JR東日本|東武鉄道,2,C,23,駅データ.jp,1,0,D,南越谷のレンタルダンススタジオおすすめ,南越谷のレンタルダンススタジオおすすめ|東川口駅のレンタルダンススタジオおすすめ|南流山駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130518,1130518,南流山,南流山,千葉県,流山市,流山市,流山市大字鰭ケ崎,35.838363,139.903568,JR武蔵野線|つくばエクスプレス,JR東日本|首都圏新都市鉄道,2,C,23,駅データ.jp,1,0,D,南流山のレンタルダンススタジオおすすめ,南流山のレンタルダンススタジオおすすめ|新松戸駅のレンタルダンススタジオおすすめ|流山おおたかの森駅のレンタルダンススタジオおすすめ|松戸駅のレンタルダンススタジオおすすめ|柏駅のレンタルダンススタジオおすすめ|東松戸駅のレンタルダンススタジオおすすめ|京成高砂駅のレンタルダンススタジオおすすめ|新鎌ヶ谷駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130519,1130519,新松戸,新松戸,千葉県,松戸市,松戸市,松戸市幸谷,35.825859,139.920688,JR常磐線(上野～取手)|JR武蔵野線|流鉄流山線,JR東日本|流鉄,3,C,32,駅データ.jp,1,0,C,新松戸のレンタルダンススタジオおすすめ,新松戸のレンタルダンススタジオおすすめ|南流山駅のレンタルダンススタジオおすすめ|松戸駅のレンタルダンススタジオおすすめ|柏駅のレンタルダンススタジオおすすめ|東松戸駅のレンタルダンススタジオおすすめ|流山おおたかの森駅のレンタルダンススタジオおすすめ|新鎌ヶ谷駅のレンタルダンススタジオおすすめ|京成高砂駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130521,1130521,東松戸,東松戸,千葉県,松戸市,松戸市,千葉県松戸市紙敷,35.770173,139.943254,JR武蔵野線|北総鉄道北総線|成田スカイアクセス,JR東日本|京成電鉄|北総鉄道,3,C,32,駅データ.jp,1,0,C,東松戸のレンタルダンススタジオおすすめ,東松戸のレンタルダンススタジオおすすめ|松戸駅のレンタルダンススタジオおすすめ|新松戸駅のレンタルダンススタジオおすすめ|新鎌ヶ谷駅のレンタルダンススタジオおすすめ|本八幡駅のレンタルダンススタジオおすすめ|市川駅のレンタルダンススタジオおすすめ|船橋駅のレンタルダンススタジオおすすめ|西船橋駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130524,1130524,西船橋,西船橋,千葉県,船橋市,船橋市,船橋市西船４丁目,35.707221,139.95931,JR中央・総武線|JR京葉線|JR武蔵野線|東京メトロ東西線|東葉高速線,JR東日本|東京メトロ|東葉高速鉄道,5,B,43,駅データ.jp,1,0,B,西船橋のレンタルダンススタジオおすすめ,西船橋のレンタルダンススタジオおすすめ|船橋駅のレンタルダンススタジオおすすめ|本八幡駅のレンタルダンススタジオおすすめ|京成津田沼駅のレンタルダンススタジオおすすめ|市川駅のレンタルダンススタジオおすすめ|東松戸駅のレンタルダンススタジオおすすめ|新鎌ヶ谷駅のレンタルダンススタジオおすすめ|松戸駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130601,1130601,東神奈川,東神奈川,神奈川県,横浜市,横浜市神奈川区,横浜市神奈川区東神奈川,35.477831,139.633867,JR京浜東北線|JR横浜線|京急本線,JR東日本|京急電鉄,3,C,24,駅データ.jp,1,1,C,東神奈川のレンタルダンススタジオおすすめ,東神奈川のレンタルダンススタジオおすすめ|横浜駅のレンタルダンススタジオおすすめ|新横浜駅のレンタルダンススタジオおすすめ|鶴見駅のレンタルダンススタジオおすすめ|西谷駅のレンタルダンススタジオおすすめ|川崎駅のレンタルダンススタジオおすすめ|日吉駅のレンタルダンススタジオおすすめ|二俣川駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130604,1130604,新横浜,新横浜,神奈川県,横浜市,横浜市港北区,横浜市港北区篠原町,35.508381,139.617509,JR横浜線|ブルーライン|東急新横浜線|相鉄新横浜線,JR東日本|東急電鉄|横浜市交通局|相模鉄道,4,B,40,駅データ.jp,1,0,B,新横浜のレンタルダンススタジオおすすめ,新横浜のレンタルダンススタジオおすすめ|横浜駅のレンタルダンススタジオおすすめ|東神奈川駅のレンタルダンススタジオおすすめ|日吉駅のレンタルダンススタジオおすすめ|鶴見駅のレンタルダンススタジオおすすめ|西谷駅のレンタルダンススタジオおすすめ|川崎駅のレンタルダンススタジオおすすめ|武蔵小杉駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130609,1130609,長津田,長津田,神奈川県,横浜市,横浜市緑区,横浜市緑区長津田４丁目,35.531873,139.493925,JR横浜線|東急こどもの国線|東急田園都市線,JR東日本|東急電鉄,3,C,24,駅データ.jp,1,2,C,長津田のレンタルダンススタジオおすすめ,長津田のレンタルダンススタジオおすすめ|町田駅のレンタルダンススタジオおすすめ|大和駅のレンタルダンススタジオおすすめ|西谷駅のレンタルダンススタジオおすすめ|二俣川駅のレンタルダンススタジオおすすめ|新横浜駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130611,1130611,町田,町田,東京都,町田市,町田市,町田市原町田１丁目,35.543113,139.445407,JR横浜線|小田急線,JR東日本|小田急電鉄,2,A,60,駅データ.jp,1,9,A,町田のレンタルダンススタジオおすすめ,町田のレンタルダンススタジオおすすめ|長津田駅のレンタルダンススタジオおすすめ|大和駅のレンタルダンススタジオおすすめ|京王多摩センター駅のレンタルダンススタジオおすすめ|橋本駅のレンタルダンススタジオおすすめ|海老名駅のレンタルダンススタジオおすすめ|二俣川駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130616,1130616,橋本,橋本,神奈川県,相模原市,相模原市緑区,神奈川県相模原市緑区橋本六丁目1番25号,35.595156,139.344133,JR横浜線|JR相模線|京王相模原線,JR東日本|京王電鉄,3,C,24,駅データ.jp,1,3,C,橋本のレンタルダンススタジオおすすめ,橋本のレンタルダンススタジオおすすめ|八王子駅のレンタルダンススタジオおすすめ|京王多摩センター駅のレンタルダンススタジオおすすめ|高尾駅のレンタルダンススタジオおすすめ|西八王子駅のレンタルダンススタジオおすすめ|町田駅のレンタルダンススタジオおすすめ|高幡不動駅のレンタルダンススタジオおすすめ|日野駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130620,1130620,八王子,八王子,東京都,八王子市,八王子市,東京都八王子市旭町1-1,35.655555,139.338998,JR中央本線(東京～塩尻)|JR中央線(快速)|JR八高線(八王子～高麗川)|JR横浜線,JR東日本,4,A,60,駅データ.jp,1,18,A,八王子のレンタルダンススタジオおすすめ,八王子のレンタルダンススタジオおすすめ|西八王子駅のレンタルダンススタジオおすすめ|橋本駅のレンタルダンススタジオおすすめ|高尾駅のレンタルダンススタジオおすすめ|高幡不動駅のレンタルダンススタジオおすすめ|日野駅のレンタルダンススタジオおすすめ|立川駅のレンタルダンススタジオおすすめ|京王多摩センター駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130804,1130804,西大井,西大井,東京都,品川区,品川区,品川区西大井１丁目,35.601616,139.721729,JR横須賀線|JR湘南新宿ライン|相鉄・JR直通線,JR東日本|相模鉄道,3,C,24,駅データ.jp,1,4,C,西大井のレンタルダンススタジオおすすめ,西大井のレンタルダンススタジオおすすめ|五反田駅のレンタルダンススタジオおすすめ|大崎駅のレンタルダンススタジオおすすめ|品川駅のレンタルダンススタジオおすすめ|目黒駅のレンタルダンススタジオおすすめ|蒲田駅のレンタルダンススタジオおすすめ|多摩川駅のレンタルダンススタジオおすすめ|渋谷駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130812,1130812,鎌倉,鎌倉,神奈川県,鎌倉市,鎌倉市,鎌倉市小町１丁目,35.318642,139.550275,JR横須賀線|江ノ島電鉄線,JR東日本|江ノ島電鉄,2,C,23,駅データ.jp,1,0,D,鎌倉のレンタルダンススタジオおすすめ,鎌倉のレンタルダンススタジオおすすめ|大船駅のレンタルダンススタジオおすすめ|藤沢駅のレンタルダンススタジオおすすめ|金沢八景駅のレンタルダンススタジオおすすめ|戸塚駅のレンタルダンススタジオおすすめ|湘南台駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1130910,1130910,海老名,海老名,神奈川県,海老名市,海老名市,海老名市上郷,35.453438,139.391095,JR相模線|小田急線|相鉄・JR直通線|相鉄本線,JR東日本|小田急電鉄|相模鉄道,4,C,38,駅データ.jp,1,0,B,海老名のレンタルダンススタジオおすすめ,海老名のレンタルダンススタジオおすすめ|大和駅のレンタルダンススタジオおすすめ|湘南台駅のレンタルダンススタジオおすすめ|町田駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1131102,1131102,四ツ谷,四ツ谷,東京都,新宿区,新宿区,東京都新宿区四谷一丁目,35.685748,139.730286,JR中央・総武線|JR中央本線(東京～塩尻)|JR中央線(快速)|東京メトロ丸ノ内線|東京メトロ南北線,JR東日本|東京メトロ,5,C,35,駅データ.jp,1,18,A,四ツ谷のレンタルダンススタジオおすすめ,四ツ谷のレンタルダンススタジオおすすめ|新宿駅のレンタルダンススタジオおすすめ|原宿駅のレンタルダンススタジオおすすめ|表参道駅のレンタルダンススタジオおすすめ|六本木駅のレンタルダンススタジオおすすめ|飯田橋駅のレンタルダンススタジオおすすめ|新宿三丁目駅のレンタルダンススタジオおすすめ|代々木駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1131104,1131104,吉祥寺,吉祥寺,東京都,武蔵野市,武蔵野市,東京都武蔵野市吉祥寺南町,35.702912,139.5799,JR中央・総武線|JR中央本線(東京～塩尻)|JR中央線(快速)|京王井の頭線,JR東日本|京王電鉄,4,A,60,駅データ.jp,1,30,S,吉祥寺のレンタルダンススタジオおすすめ,吉祥寺のレンタルダンススタジオおすすめ|三鷹駅のレンタルダンススタジオおすすめ|荻窪駅のレンタルダンススタジオおすすめ|調布駅のレンタルダンススタジオおすすめ|中野駅のレンタルダンススタジオおすすめ|国分寺駅のレンタルダンススタジオおすすめ|練馬駅のレンタルダンススタジオおすすめ|東府中駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1131105,1131105,三鷹,三鷹,東京都,三鷹市,三鷹市,東京都三鷹市下連雀三丁目46-1,35.702683,139.560325,JR中央・総武線|JR中央本線(東京～塩尻)|JR中央線(快速),JR東日本,3,C,32,駅データ.jp,1,9,B,三鷹のレンタルダンススタジオおすすめ,三鷹のレンタルダンススタジオおすすめ|吉祥寺駅のレンタルダンススタジオおすすめ|荻窪駅のレンタルダンススタジオおすすめ|調布駅のレンタルダンススタジオおすすめ|東府中駅のレンタルダンススタジオおすすめ|国分寺駅のレンタルダンススタジオおすすめ|府中本町駅のレンタルダンススタジオおすすめ|西国分寺駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1131106,1131106,国分寺,国分寺,東京都,国分寺市,国分寺市,東京都国分寺市本町二丁目1-23,35.700301,139.480517,JR中央本線(東京～塩尻)|JR中央線(快速)|西武国分寺線|西武多摩湖線,JR東日本|西武鉄道,4,C,38,駅データ.jp,1,12,B,国分寺のレンタルダンススタジオおすすめ,国分寺のレンタルダンススタジオおすすめ|府中本町駅のレンタルダンススタジオおすすめ|小平駅のレンタルダンススタジオおすすめ|東府中駅のレンタルダンススタジオおすすめ|立川駅のレンタルダンススタジオおすすめ|東村山駅のレンタルダンススタジオおすすめ|高松駅のレンタルダンススタジオおすすめ|吉祥寺駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1131108,1131108,日野,日野,東京都,日野市,日野市,日野市大坂上１丁目,35.679244,139.39393,JR中央本線(東京～塩尻)|JR中央線(快速),JR東日本,2,C,23,駅データ.jp,1,2,D,日野のレンタルダンススタジオおすすめ,日野のレンタルダンススタジオおすすめ|立川駅のレンタルダンススタジオおすすめ|高幡不動駅のレンタルダンススタジオおすすめ|高松駅のレンタルダンススタジオおすすめ|八王子駅のレンタルダンススタジオおすすめ|京王多摩センター駅のレンタルダンススタジオおすすめ|拝島駅のレンタルダンススタジオおすすめ|西国分寺駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1131111,1131111,西八王子,西八王子,東京都,八王子市,八王子市,八王子市千人町２丁目,35.656621,139.31264,JR中央本線(東京～塩尻)|JR中央線(快速),JR東日本,2,C,23,駅データ.jp,1,3,D,西八王子のレンタルダンススタジオおすすめ,西八王子のレンタルダンススタジオおすすめ|八王子駅のレンタルダンススタジオおすすめ|高尾駅のレンタルダンススタジオおすすめ|拝島駅のレンタルダンススタジオおすすめ|橋本駅のレンタルダンススタジオおすすめ|日野駅のレンタルダンススタジオおすすめ|立川駅のレンタルダンススタジオおすすめ|京王多摩センター駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1131112,1131112,高尾,高尾,東京都,八王子市,八王子市,八王子市高尾町,35.641899,139.282042,JR中央本線(東京～塩尻)|JR中央線(快速)|京王高尾線,JR東日本|京王電鉄,3,C,24,駅データ.jp,1,0,C,高尾のレンタルダンススタジオおすすめ,高尾のレンタルダンススタジオおすすめ|西八王子駅のレンタルダンススタジオおすすめ|八王子駅のレンタルダンススタジオおすすめ|橋本駅のレンタルダンススタジオおすすめ|拝島駅のレンタルダンススタジオおすすめ|日野駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1131120,1131120,大月,大月,山梨県,大月市,大月市,大月市大月１丁目,35.61308,138.942489,JR中央本線(東京～塩尻)|富士急行線,JR東日本|富士山麓電気鉄道,2,C,23,駅データ.jp,1,0,D,大月のレンタルダンススタジオおすすめ,大月のレンタルダンススタジオおすすめ
1131131,1131131,甲府,甲府,山梨県,甲府市,甲府市,甲府市丸の内１丁目,35.667054,138.569015,JR中央本線(東京～塩尻)|JR身延線,JR東日本|JR東海,2,C,38,駅データ.jp,1,0,B,甲府のレンタルダンススタジオおすすめ,甲府のレンタルダンススタジオおすすめ
1131153,1131153,塩尻,塩尻,長野県,塩尻市,塩尻市,塩尻市大門八番町９-１,36.114364,137.947961,JR中央本線(名古屋～塩尻)|JR中央本線(東京～塩尻)|JR篠ノ井線,JR東日本|JR東海,3,C,32,駅データ.jp,1,0,C,塩尻のレンタルダンススタジオおすすめ,塩尻のレンタルダンススタジオおすすめ
1131203,1131203,御茶ノ水,秋葉原,東京都,千代田区,千代田区,千代田区神田駿河台二丁目6-1,35.698052,139.765676,JR中央・総武線|JR中央線(快速)|東京メトロ丸ノ内線|東京メトロ千代田線|都営新宿線,JR東日本|東京メトロ|東京都交通局,5,C,35,駅データ.jp,1,12,B,秋葉原のレンタルダンススタジオおすすめ,秋葉原のレンタルダンススタジオおすすめ|東京駅のレンタルダンススタジオおすすめ|上野駅のレンタルダンススタジオおすすめ|有楽町駅のレンタルダンススタジオおすすめ|京橋駅のレンタルダンススタジオおすすめ|銀座駅のレンタルダンススタジオおすすめ|飯田橋駅のレンタルダンススタジオおすすめ|市ケ谷駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1131214,1131214,中野,中野,東京都,中野区,中野区,中野区中野５丁目,35.705765,139.665835,JR中央・総武線|JR中央線(快速)|東京メトロ東西線,JR東日本|東京メトロ,3,A,60,駅データ.jp,1,33,S,中野のレンタルダンススタジオおすすめ,中野のレンタルダンススタジオおすすめ|東中野駅のレンタルダンススタジオおすすめ|中野坂上駅のレンタルダンススタジオおすすめ|新宿駅のレンタルダンススタジオおすすめ|池袋駅のレンタルダンススタジオおすすめ|高田馬場駅のレンタルダンススタジオおすすめ|練馬駅のレンタルダンススタジオおすすめ|新宿三丁目駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1131217,1131217,荻窪,荻窪,東京都,杉並区,杉並区,杉並区上荻１丁目,35.70445,139.620111,JR中央・総武線|JR中央線(快速)|東京メトロ丸ノ内線,JR東日本|東京メトロ,3,C,24,駅データ.jp,1,11,B,荻窪のレンタルダンススタジオおすすめ,荻窪のレンタルダンススタジオおすすめ|吉祥寺駅のレンタルダンススタジオおすすめ|中野駅のレンタルダンススタジオおすすめ|練馬駅のレンタルダンススタジオおすすめ|三鷹駅のレンタルダンススタジオおすすめ|小竹向原駅のレンタルダンススタジオおすすめ|東中野駅のレンタルダンススタジオおすすめ|中野坂上駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1131308,1131308,東中野,東中野,東京都,中野区,中野区,中野区東中野４丁目,35.70671,139.683712,JR中央・総武線|都営大江戸線,JR東日本|東京都交通局,2,C,23,駅データ.jp,1,13,B,東中野のレンタルダンススタジオおすすめ,東中野のレンタルダンススタジオおすすめ|新宿駅のレンタルダンススタジオおすすめ|高田馬場駅のレンタルダンススタジオおすすめ|中野駅のレンタルダンススタジオおすすめ|新宿三丁目駅のレンタルダンススタジオおすすめ|東新宿駅のレンタルダンススタジオおすすめ|池袋駅のレンタルダンススタジオおすすめ|原宿駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1131315,1131315,市ケ谷,四ツ谷,東京都,千代田区,千代田区,千代田区五番町2-1,35.691729,139.736465,JR中央・総武線|東京メトロ南北線|東京メトロ有楽町線|都営新宿線,JR東日本|東京メトロ|東京都交通局,4,C,30,駅データ.jp,1,18,A,四ツ谷のレンタルダンススタジオおすすめ,四ツ谷のレンタルダンススタジオおすすめ|東京駅のレンタルダンススタジオおすすめ|有楽町駅のレンタルダンススタジオおすすめ|御茶ノ水駅のレンタルダンススタジオおすすめ|赤坂見附駅のレンタルダンススタジオおすすめ|大手町駅のレンタルダンススタジオおすすめ|新宿三丁目駅のレンタルダンススタジオおすすめ|青山一丁目駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1131316,1131316,飯田橋,飯田橋,東京都,千代田区,千代田区,東京都千代田区飯田橋四丁目10-2,35.702071,139.744693,JR中央・総武線|東京メトロ南北線|東京メトロ有楽町線|東京メトロ東西線|都営大江戸線,JR東日本|東京メトロ|東京都交通局,5,C,35,駅データ.jp,1,21,A,飯田橋のレンタルダンススタジオおすすめ,飯田橋のレンタルダンススタジオおすすめ|東京駅のレンタルダンススタジオおすすめ|秋葉原駅のレンタルダンススタジオおすすめ|御徒町駅のレンタルダンススタジオおすすめ|四ツ谷駅のレンタルダンススタジオおすすめ|御茶ノ水駅のレンタルダンススタジオおすすめ|赤坂見附駅のレンタルダンススタジオおすすめ|大手町駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1131322,1131322,錦糸町,錦糸町,東京都,墨田区,墨田区,墨田区江東橋３丁目,35.697061,139.814404,JR中央・総武線|JR総武本線|東京メトロ半蔵門線,JR東日本|東京メトロ,3,A,60,駅データ.jp,1,19,A,錦糸町のレンタルダンススタジオおすすめ,錦糸町のレンタルダンススタジオおすすめ|押上〈スカイツリー前〉駅のレンタルダンススタジオおすすめ|馬喰町駅のレンタルダンススタジオおすすめ|浅草駅のレンタルダンススタジオおすすめ|東京駅のレンタルダンススタジオおすすめ|上野駅のレンタルダンススタジオおすすめ|秋葉原駅のレンタルダンススタジオおすすめ|京橋駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1131327,1131327,市川,市川,千葉県,市川市,市川市,市川市市川１丁目,35.728903,139.908142,JR中央・総武線|JR総武本線,JR東日本,2,C,23,駅データ.jp,1,2,D,市川のレンタルダンススタジオおすすめ,市川のレンタルダンススタジオおすすめ|本八幡駅のレンタルダンススタジオおすすめ|京成高砂駅のレンタルダンススタジオおすすめ|松戸駅のレンタルダンススタジオおすすめ|西船橋駅のレンタルダンススタジオおすすめ|東松戸駅のレンタルダンススタジオおすすめ|青砥駅のレンタルダンススタジオおすすめ|船橋駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1131328,1131328,本八幡,本八幡,千葉県,市川市,市川市,市川市八幡２丁目,35.722546,139.927399,JR中央・総武線|京成本線|都営新宿線,JR東日本|京成電鉄|東京都交通局,3,C,24,駅データ.jp,1,0,C,本八幡のレンタルダンススタジオおすすめ,本八幡のレンタルダンススタジオおすすめ|市川駅のレンタルダンススタジオおすすめ|西船橋駅のレンタルダンススタジオおすすめ|船橋駅のレンタルダンススタジオおすすめ|京成高砂駅のレンタルダンススタジオおすすめ|東松戸駅のレンタルダンススタジオおすすめ|青砥駅のレンタルダンススタジオおすすめ|松戸駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
1131331,1131331,船橋,船橋,千葉県,船橋市,船橋市,船橋市本町７丁目,35.701498,139.984806,JR中央・総武線|JR総武本線|京成本線|東武アーバンパークライン（東武野田線）,JR東日本|京成電鉄|東武鉄道,4,A,60,駅データ.jp,1,0,A,船橋のレンタルダンススタジオおすすめ,船橋のレンタルダンススタジオおすすめ|西船橋駅のレンタルダンススタジオおすすめ|京成津田沼駅のレンタルダンススタジオおすすめ|本八幡駅のレンタルダンススタジオおすすめ|東松戸駅のレンタルダンススタジオおすすめ|新鎌ヶ谷駅のレンタルダンススタジオおすすめ|市川駅のレンタルダンススタジオおすすめ|松戸駅のレンタルダンススタジオおすすめ|24時間使えるレンタルダンススタジオ 東京|安いレンタルダンススタジオ 東京
